material,B_T,U_m_s,Ha,Re,Rm,N,feedback_sheet_upper,classification
PbLi,6.04384997e-01,1.61493294e-03,6.53627954e+02,4.48592484e+02,8.11753834e-05,9.52377755e+02,4.90611838e-07,drag-important
PbLi,6.27743767e-01,1.61493294e-03,6.78889906e+02,4.48592484e+02,8.11753834e-05,1.02741691e+03,5.09573409e-07,drag-important
PbLi,6.52005326e-01,1.61493294e-03,7.05128204e+02,4.48592484e+02,8.11753834e-05,1.10836851e+03,5.29267823e-07,drag-important
PbLi,6.77204565e-01,1.61493294e-03,7.32380580e+02,4.48592484e+02,8.11753834e-05,1.19569840e+03,5.49723402e-07,drag-important
PbLi,7.03377726e-01,1.61493294e-03,7.60686229e+02,4.48592484e+02,8.11753834e-05,1.28990913e+03,5.70969566e-07,drag-important
PbLi,7.30562449e-01,1.61493294e-03,7.90085858e+02,4.48592484e+02,8.11753834e-05,1.39154285e+03,5.93036869e-07,drag-important
PbLi,7.58797829e-01,1.61493294e-03,8.20621748e+02,4.48592484e+02,8.11753834e-05,1.50118443e+03,6.15957047e-07,drag-important
PbLi,7.88124474e-01,1.61493294e-03,8.52337814e+02,4.48592484e+02,8.11753834e-05,1.61946483e+03,6.39763063e-07,drag-important
PbLi,8.18584558e-01,1.61493294e-03,8.85279669e+02,4.48592484e+02,8.11753834e-05,1.74706470e+03,6.64489154e-07,drag-important
PbLi,8.50221890e-01,1.61493294e-03,9.19494688e+02,4.48592484e+02,8.11753834e-05,1.88471834e+03,6.90170879e-07,drag-important
PbLi,8.83081967e-01,1.61493294e-03,9.55032077e+02,4.48592484e+02,8.11753834e-05,2.03321790e+03,7.16845172e-07,drag-important
PbLi,9.17212047e-01,1.61493294e-03,9.91942945e+02,4.48592484e+02,8.11753834e-05,2.19341795e+03,7.44550396e-07,drag-important
PbLi,9.52661215e-01,1.61493294e-03,1.03028037e+03,4.48592484e+02,8.11753834e-05,2.36624038e+03,7.73326394e-07,drag-important
PbLi,9.89480451e-01,1.61493294e-03,1.07009950e+03,4.48592484e+02,8.11753834e-05,2.55267973e+03,8.03214550e-07,drag-important
PbLi,1.02772271e+00,1.61493294e-03,1.11145759e+03,4.48592484e+02,8.11753834e-05,2.75380889e+03,8.34257849e-07,drag-important
PbLi,1.06744298e+00,1.61493294e-03,1.15441412e+03,4.48592484e+02,8.11753834e-05,2.97078530e+03,8.66500934e-07,drag-important
PbLi,1.10869840e+00,1.61493294e-03,1.19903087e+03,4.48592484e+02,8.11753834e-05,3.20485758e+03,8.99990177e-07,drag-important
PbLi,1.15154829e+00,1.61493294e-03,1.24537200e+03,4.48592484e+02,8.11753834e-05,3.45737274e+03,9.34773740e-07,drag-important
PbLi,1.19605428e+00,1.61493294e-03,1.29350417e+03,4.48592484e+02,8.11753834e-05,3.72978391e+03,9.70901647e-07,drag-important
PbLi,1.24228037e+00,1.61493294e-03,1.34349658e+03,4.48592484e+02,8.11753834e-05,4.02365874e+03,1.00842585e-06,drag-important
PbLi,1.29029305e+00,1.61493294e-03,1.39542115e+03,4.48592484e+02,8.11753834e-05,4.34068837e+03,1.04740033e-06,drag-important
PbLi,1.34016136e+00,1.61493294e-03,1.44935253e+03,4.48592484e+02,8.11753834e-05,4.68269720e+03,1.08788112e-06,drag-important
PbLi,1.39195702e+00,1.61493294e-03,1.50536831e+03,4.48592484e+02,8.11753834e-05,5.05165339e+03,1.12992645e-06,drag-important
PbLi,1.44575452e+00,1.61493294e-03,1.56354902e+03,4.48592484e+02,8.11753834e-05,5.44968013e+03,1.17359678e-06,drag-important
PbLi,1.50163124e+00,1.61493294e-03,1.62397836e+03,4.48592484e+02,8.11753834e-05,5.87906796e+03,1.21895491e-06,drag-important
PbLi,1.55966752e+00,1.61493294e-03,1.68674321e+03,4.48592484e+02,8.11753834e-05,6.34228785e+03,1.26606609e-06,drag-important
PbLi,1.61994684e+00,1.61493294e-03,1.75193385e+03,4.48592484e+02,8.11753834e-05,6.84200547e+03,1.31499806e-06,drag-important
PbLi,1.68255588e+00,1.61493294e-03,1.81964404e+03,4.48592484e+02,8.11753834e-05,7.38109654e+03,1.36582119e-06,drag-important
PbLi,1.74758469e+00,1.61493294e-03,1.88997114e+03,4.48592484e+02,8.11753834e-05,7.96266333e+03,1.41860857e-06,drag-important
PbLi,1.81512678e+00,1.61493294e-03,1.96301631e+03,4.48592484e+02,8.11753834e-05,8.59005257e+03,1.47343612e-06,drag-important
PbLi,1.88527930e+00,1.61493294e-03,2.03888458e+03,4.48592484e+02,8.11753834e-05,9.26687468e+03,1.53038270e-06,drag-important
PbLi,1.95814313e+00,1.61493294e-03,2.11768507e+03,4.48592484e+02,8.11753834e-05,9.99702454e+03,1.58953019e-06,drag-important
PbLi,2.03382306e+00,1.61493294e-03,2.19953111e+03,4.48592484e+02,8.11753834e-05,1.07847039e+04,1.65096367e-06,drag-important
PbLi,2.11242793e+00,1.61493294e-03,2.28454041e+03,4.48592484e+02,8.11753834e-05,1.16344456e+04,1.71477147e-06,drag-important
PbLi,2.19407079e+00,1.61493294e-03,2.37283521e+03,4.48592484e+02,8.11753834e-05,1.25511397e+04,1.78104537e-06,drag-important
PbLi,2.27886905e+00,1.61493294e-03,2.46454250e+03,4.48592484e+02,8.11753834e-05,1.35400613e+04,1.84988068e-06,drag-important
PbLi,2.36694466e+00,1.61493294e-03,2.55979417e+03,4.48592484e+02,8.11753834e-05,1.46069015e+04,1.92137640e-06,drag-important
PbLi,2.45842429e+00,1.61493294e-03,2.65872721e+03,4.48592484e+02,8.11753834e-05,1.57577994e+04,1.99563534e-06,drag-important
PbLi,2.55343950e+00,1.61493294e-03,2.76148389e+03,4.48592484e+02,8.11753834e-05,1.69993782e+04,2.07276430e-06,drag-important
PbLi,2.65212693e+00,1.61493294e-03,2.86821200e+03,4.48592484e+02,8.11753834e-05,1.83387827e+04,2.15287421e-06,drag-important
PbLi,2.75462852e+00,1.61493294e-03,2.97906502e+03,4.48592484e+02,8.11753834e-05,1.97837207e+04,2.23608026e-06,drag-important
PbLi,2.86109168e+00,1.61493294e-03,3.09420239e+03,4.48592484e+02,8.11753834e-05,2.13425074e+04,2.32250214e-06,drag-important
PbLi,2.97166951e+00,1.61493294e-03,3.21378967e+03,4.48592484e+02,8.11753834e-05,2.30241131e+04,2.41226412e-06,drag-important
PbLi,3.08652104e+00,1.61493294e-03,3.33799887e+03,4.48592484e+02,8.11753834e-05,2.48382147e+04,2.50549529e-06,drag-important
PbLi,3.20581145e+00,1.61493294e-03,3.46700860e+03,4.48592484e+02,8.11753834e-05,2.67952520e+04,2.60232974e-06,drag-important
PbLi,3.32971230e+00,1.61493294e-03,3.60100441e+03,4.48592484e+02,8.11753834e-05,2.89064869e+04,2.70290673e-06,drag-important
PbLi,3.45840177e+00,1.61493294e-03,3.74017900e+03,4.48592484e+02,8.11753834e-05,3.11840689e+04,2.80737089e-06,drag-important
PbLi,3.59206493e+00,1.61493294e-03,3.88473252e+03,4.48592484e+02,8.11753834e-05,3.36411048e+04,2.91587248e-06,drag-important
PbLi,3.73089402e+00,1.61493294e-03,4.03487287e+03,4.48592484e+02,8.11753834e-05,3.62917340e+04,3.02856753e-06,drag-important
PbLi,3.87508869e+00,1.61493294e-03,4.19081596e+03,4.48592484e+02,8.11753834e-05,3.91512098e+04,3.14561810e-06,drag-important
PbLi,4.02485632e+00,1.61493294e-03,4.35278608e+03,4.48592484e+02,8.11753834e-05,4.22359877e+04,3.26719255e-06,drag-important
PbLi,4.18041228e+00,1.61493294e-03,4.52101614e+03,4.48592484e+02,8.11753834e-05,4.55638196e+04,3.39346570e-06,drag-important
PbLi,4.34198031e+00,1.61493294e-03,4.69574811e+03,4.48592484e+02,8.11753834e-05,4.91538558e+04,3.52461916e-06,drag-important
PbLi,4.50979274e+00,1.61493294e-03,4.87723325e+03,4.48592484e+02,8.11753834e-05,5.30267561e+04,3.66084155e-06,drag-important
PbLi,4.68409093e+00,1.61493294e-03,5.06573259e+03,4.48592484e+02,8.11753834e-05,5.72048074e+04,3.80232877e-06,drag-important
PbLi,4.86512554e+00,1.61493294e-03,5.26151720e+03,4.48592484e+02,8.11753834e-05,6.17120532e+04,3.94928431e-06,drag-important
PbLi,5.05315693e+00,1.61493294e-03,5.46486866e+03,4.48592484e+02,8.11753834e-05,6.65744312e+04,4.10191951e-06,drag-important
PbLi,5.24845551e+00,1.61493294e-03,5.67607941e+03,4.48592484e+02,8.11753834e-05,7.18199226e+04,4.26045388e-06,drag-important
PbLi,5.45130215e+00,1.61493294e-03,5.89545321e+03,4.48592484e+02,8.11753834e-05,7.74787135e+04,4.42511542e-06,drag-important
PbLi,5.66198857e+00,1.61493294e-03,6.12330555e+03,4.48592484e+02,8.11753834e-05,8.35833684e+04,4.59614093e-06,drag-important
PbLi,5.88081777e+00,1.61493294e-03,6.35996411e+03,4.48592484e+02,8.11753834e-05,9.01690175e+04,4.77377637e-06,drag-important
PbLi,6.10810447e+00,1.61493294e-03,6.60576925e+03,4.48592484e+02,8.11753834e-05,9.72735589e+04,4.95827722e-06,drag-important
PbLi,6.34417553e+00,1.61493294e-03,6.86107447e+03,4.48592484e+02,8.11753834e-05,1.04937877e+05,5.14990881e-06,drag-important
PbLi,6.58937046e+00,1.61493294e-03,7.12624694e+03,4.48592484e+02,8.11753834e-05,1.13206077e+05,5.34894673e-06,drag-important
PbLi,6.84404189e+00,1.61493294e-03,7.40166801e+03,4.48592484e+02,8.11753834e-05,1.22125741e+05,5.55567724e-06,drag-important
PbLi,7.10855606e+00,1.61493294e-03,7.68773378e+03,4.48592484e+02,8.11753834e-05,1.31748196e+05,5.77039764e-06,drag-important
PbLi,7.38329340e+00,1.61493294e-03,7.98485566e+03,4.48592484e+02,8.11753834e-05,1.42128819e+05,5.99341673e-06,drag-important
PbLi,7.66864902e+00,1.61493294e-03,8.29346094e+03,4.48592484e+02,8.11753834e-05,1.53327345e+05,6.22505524e-06,drag-important
PbLi,7.96503329e+00,1.61493294e-03,8.61399346e+03,4.48592484e+02,8.11753834e-05,1.65408218e+05,6.46564631e-06,drag-important
PbLi,8.27287247e+00,1.61493294e-03,8.94691419e+03,4.48592484e+02,8.11753834e-05,1.78440960e+05,6.71553594e-06,drag-important
PbLi,8.59260927e+00,1.61493294e-03,9.29270191e+03,4.48592484e+02,8.11753834e-05,1.92500570e+05,6.97508352e-06,drag-important
PbLi,8.92470352e+00,1.61493294e-03,9.65185392e+03,4.48592484e+02,8.11753834e-05,2.07667956e+05,7.24466230e-06,drag-important
PbLi,9.26963282e+00,1.61493294e-03,1.00248867e+04,4.48592484e+02,8.11753834e-05,2.24030401e+05,7.52465998e-06,drag-important
PbLi,9.62789324e+00,1.61493294e-03,1.04123368e+04,4.48592484e+02,8.11753834e-05,2.41682066e+05,7.81547925e-06,drag-important
PbLi,1.00000000e+01,1.61493294e-03,1.08147614e+04,4.48592484e+02,8.11753834e-05,2.60724530e+05,8.11753834e-06,drag-important
PbLi,5.00000000e-01,1.80501441e-03,5.40738070e+02,5.01392891e+02,9.07299201e-05,5.83170735e+02,4.53649600e-07,drag-important
PbLi,5.19324412e-01,1.80501441e-03,5.61636961e+02,5.01392891e+02,9.07299201e-05,6.29119563e+02,4.71182624e-07,drag-important
PbLi,5.39395691e-01,1.80501441e-03,5.83343570e+02,5.01392891e+02,9.07299201e-05,6.78688762e+02,4.89393279e-07,drag-important
PbLi,5.60242700e-01,1.80501441e-03,6.05889114e+02,5.01392891e+02,9.07299201e-05,7.32163588e+02,5.08307754e-07,drag-important
PbLi,5.81895423e-01,1.80501441e-03,6.29306016e+02,5.01392891e+02,9.07299201e-05,7.89851768e+02,5.27953252e-07,drag-important
PbLi,6.04384997e-01,1.80501441e-03,6.53627954e+02,5.01392891e+02,9.07299201e-05,8.52085280e+02,5.48358025e-07,drag-important
PbLi,6.27743767e-01,1.80501441e-03,6.78889906e+02,5.01392891e+02,9.07299201e-05,9.19222257e+02,5.69551418e-07,drag-important
PbLi,6.52005326e-01,1.80501441e-03,7.05128204e+02,5.01392891e+02,9.07299201e-05,9.91649049e+02,5.91563911e-07,drag-important
PbLi,6.77204565e-01,1.80501441e-03,7.32380580e+02,5.01392891e+02,9.07299201e-05,1.06978245e+03,6.14427161e-07,drag-important
PbLi,7.03377726e-01,1.80501441e-03,7.60686229e+02,5.01392891e+02,9.07299201e-05,1.15407208e+03,6.38174049e-07,drag-important
PbLi,7.30562449e-01,1.80501441e-03,7.90085858e+02,5.01392891e+02,9.07299201e-05,1.24500302e+03,6.62838726e-07,drag-important
PbLi,7.58797829e-01,1.80501441e-03,8.20621748e+02,5.01392891e+02,9.07299201e-05,1.34309853e+03,6.88456664e-07,drag-important
PbLi,7.88124474e-01,1.80501441e-03,8.52337814e+02,5.01392891e+02,9.07299201e-05,1.44892311e+03,7.15064705e-07,drag-important
PbLi,8.18584558e-01,1.80501441e-03,8.85279669e+02,5.01392891e+02,9.07299201e-05,1.56308577e+03,7.42701115e-07,drag-important
PbLi,8.50221890e-01,1.80501441e-03,9.19494688e+02,5.01392891e+02,9.07299201e-05,1.68624346e+03,7.71405641e-07,drag-important
PbLi,8.83081967e-01,1.80501441e-03,9.55032077e+02,5.01392891e+02,9.07299201e-05,1.81910491e+03,8.01219562e-07,drag-important
PbLi,9.17212047e-01,1.80501441e-03,9.91942945e+02,5.01392891e+02,9.07299201e-05,1.96243470e+03,8.32185757e-07,drag-important
PbLi,9.52661215e-01,1.80501441e-03,1.03028037e+03,5.01392891e+02,9.07299201e-05,2.11705764e+03,8.64348759e-07,drag-important
PbLi,9.89480451e-01,1.80501441e-03,1.07009950e+03,5.01392891e+02,9.07299201e-05,2.28386353e+03,8.97754823e-07,drag-important
PbLi,1.02772271e+00,1.80501441e-03,1.11145759e+03,5.01392891e+02,9.07299201e-05,2.46381230e+03,9.32451992e-07,drag-important
PbLi,1.06744298e+00,1.80501441e-03,1.15441412e+03,5.01392891e+02,9.07299201e-05,2.65793947e+03,9.68490165e-07,drag-important
PbLi,1.10869840e+00,1.80501441e-03,1.19903087e+03,5.01392891e+02,9.07299201e-05,2.86736220e+03,1.00592117e-06,drag-important
PbLi,1.15154829e+00,1.80501441e-03,1.24537200e+03,5.01392891e+02,9.07299201e-05,3.09328562e+03,1.04479884e-06,drag-important
PbLi,1.19605428e+00,1.80501441e-03,1.29350417e+03,5.01392891e+02,9.07299201e-05,3.33700987e+03,1.08517909e-06,drag-important
PbLi,1.24228037e+00,1.80501441e-03,1.34349658e+03,5.01392891e+02,9.07299201e-05,3.59993749e+03,1.12711999e-06,drag-important
PbLi,1.29029305e+00,1.80501441e-03,1.39542115e+03,5.01392891e+02,9.07299201e-05,3.88358154e+03,1.17068185e-06,drag-important
PbLi,1.34016136e+00,1.80501441e-03,1.44935253e+03,5.01392891e+02,9.07299201e-05,4.18957429e+03,1.21592733e-06,drag-important
PbLi,1.39195702e+00,1.80501441e-03,1.50536831e+03,5.01392891e+02,9.07299201e-05,4.51967664e+03,1.26292149e-06,drag-important
PbLi,1.44575452e+00,1.80501441e-03,1.56354902e+03,5.01392891e+02,9.07299201e-05,4.87578821e+03,1.31173192e-06,drag-important
PbLi,1.50163124e+00,1.80501441e-03,1.62397836e+03,5.01392891e+02,9.07299201e-05,5.25995830e+03,1.36242882e-06,drag-important
PbLi,1.55966752e+00,1.80501441e-03,1.68674321e+03,5.01392891e+02,9.07299201e-05,5.67439768e+03,1.41508509e-06,drag-important
PbLi,1.61994684e+00,1.80501441e-03,1.75193385e+03,5.01392891e+02,9.07299201e-05,6.12149131e+03,1.46977647e-06,drag-important
PbLi,1.68255588e+00,1.80501441e-03,1.81964404e+03,5.01392891e+02,9.07299201e-05,6.60381207e+03,1.52658160e-06,drag-important
PbLi,1.74758469e+00,1.80501441e-03,1.88997114e+03,5.01392891e+02,9.07299201e-05,7.12413555e+03,1.58558219e-06,drag-important
PbLi,1.81512678e+00,1.80501441e-03,1.96301631e+03,5.01392891e+02,9.07299201e-05,7.68545603e+03,1.64686308e-06,drag-important
PbLi,1.88527930e+00,1.80501441e-03,2.03888458e+03,5.01392891e+02,9.07299201e-05,8.29100373e+03,1.71051240e-06,drag-important
PbLi,1.95814313e+00,1.80501441e-03,2.11768507e+03,5.01392891e+02,9.07299201e-05,8.94426337e+03,1.77662169e-06,drag-important
PbLi,2.03382306e+00,1.80501441e-03,2.19953111e+03,5.01392891e+02,9.07299201e-05,9.64899423e+03,1.84528604e-06,drag-important
PbLi,2.11242793e+00,1.80501441e-03,2.28454041e+03,5.01392891e+02,9.07299201e-05,1.04092518e+04,1.91660417e-06,drag-important
PbLi,2.19407079e+00,1.80501441e-03,2.37283521e+03,5.01392891e+02,9.07299201e-05,1.12294112e+04,1.99067867e-06,drag-important
PbLi,2.27886905e+00,1.80501441e-03,2.46454250e+03,5.01392891e+02,9.07299201e-05,1.21141920e+04,2.06761606e-06,drag-important
PbLi,2.36694466e+00,1.80501441e-03,2.55979417e+03,5.01392891e+02,9.07299201e-05,1.30686859e+04,2.14752699e-06,drag-important
PbLi,2.45842429e+00,1.80501441e-03,2.65872721e+03,5.01392891e+02,9.07299201e-05,1.40983857e+04,2.23052639e-06,drag-important
PbLi,2.55343950e+00,1.80501441e-03,2.76148389e+03,5.01392891e+02,9.07299201e-05,1.52092170e+04,2.31673361e-06,drag-important
PbLi,2.65212693e+00,1.80501441e-03,2.86821200e+03,5.01392891e+02,9.07299201e-05,1.64075722e+04,2.40627265e-06,drag-important
PbLi,2.75462852e+00,1.80501441e-03,2.97906502e+03,5.01392891e+02,9.07299201e-05,1.77003475e+04,2.49927226e-06,drag-important
PbLi,2.86109168e+00,1.80501441e-03,3.09420239e+03,5.01392891e+02,9.07299201e-05,1.90949823e+04,2.59586619e-06,drag-important
PbLi,2.97166951e+00,1.80501441e-03,3.21378967e+03,5.01392891e+02,9.07299201e-05,2.05995024e+04,2.69619337e-06,drag-important
PbLi,3.08652104e+00,1.80501441e-03,3.33799887e+03,5.01392891e+02,9.07299201e-05,2.22225656e+04,2.80039808e-06,drag-important
PbLi,3.20581145e+00,1.80501441e-03,3.46700860e+03,5.01392891e+02,9.07299201e-05,2.39735123e+04,2.90863017e-06,drag-important
PbLi,3.32971230e+00,1.80501441e-03,3.60100441e+03,5.01392891e+02,9.07299201e-05,2.58624184e+04,3.02104531e-06,drag-important
PbLi,3.45840177e+00,1.80501441e-03,3.74017900e+03,5.01392891e+02,9.07299201e-05,2.79001541e+04,3.13780516e-06,drag-important
PbLi,3.59206493e+00,1.80501441e-03,3.88473252e+03,5.01392891e+02,9.07299201e-05,3.00984458e+04,3.25907764e-06,drag-important
PbLi,3.73089402e+00,1.80501441e-03,4.03487287e+03,5.01392891e+02,9.07299201e-05,3.24699439e+04,3.38503716e-06,drag-important
PbLi,3.87508869e+00,1.80501441e-03,4.19081596e+03,5.01392891e+02,9.07299201e-05,3.50282957e+04,3.51586487e-06,drag-important
PbLi,4.02485632e+00,1.80501441e-03,4.35278608e+03,5.01392891e+02,9.07299201e-05,3.77882235e+04,3.65174892e-06,drag-important
PbLi,4.18041228e+00,1.80501441e-03,4.52101614e+03,5.01392891e+02,9.07299201e-05,4.07656098e+04,3.79288472e-06,drag-important
PbLi,4.34198031e+00,1.80501441e-03,4.69574811e+03,5.01392891e+02,9.07299201e-05,4.39775886e+04,3.93947526e-06,drag-important
PbLi,4.50979274e+00,1.80501441e-03,4.87723325e+03,5.01392891e+02,9.07299201e-05,4.74426435e+04,4.09173135e-06,drag-important
PbLi,4.68409093e+00,1.80501441e-03,5.06573259e+03,5.01392891e+02,9.07299201e-05,5.11807149e+04,4.24987196e-06,drag-important
PbLi,4.86512554e+00,1.80501441e-03,5.26151720e+03,5.01392891e+02,9.07299201e-05,5.52133142e+04,4.41412452e-06,drag-important
PbLi,5.05315693e+00,1.80501441e-03,5.46486866e+03,5.01392891e+02,9.07299201e-05,5.95636475e+04,4.58472524e-06,drag-important
PbLi,5.24845551e+00,1.80501441e-03,5.67607941e+03,5.01392891e+02,9.07299201e-05,6.42567496e+04,4.76191949e-06,drag-important
PbLi,5.45130215e+00,1.80501441e-03,5.89545321e+03,5.01392891e+02,9.07299201e-05,6.93196276e+04,4.94596208e-06,drag-important
PbLi,5.66198857e+00,1.80501441e-03,6.12330555e+03,5.01392891e+02,9.07299201e-05,7.47814169e+04,5.13711770e-06,drag-important
PbLi,5.88081777e+00,1.80501441e-03,6.35996411e+03,5.01392891e+02,9.07299201e-05,8.06735480e+04,5.33566126e-06,drag-important
PbLi,6.10810447e+00,1.80501441e-03,6.60576925e+03,5.01392891e+02,9.07299201e-05,8.70299283e+04,5.54187830e-06,drag-important
PbLi,6.34417553e+00,1.80501441e-03,6.86107447e+03,5.01392891e+02,9.07299201e-05,9.38871366e+04,5.75606539e-06,drag-important
PbLi,6.58937046e+00,1.80501441e-03,7.12624694e+03,5.01392891e+02,9.07299201e-05,1.01284634e+05,5.97853055e-06,drag-important
PbLi,6.84404189e+00,1.80501441e-03,7.40166801e+03,5.01392891e+02,9.07299201e-05,1.09264990e+05,6.20959373e-06,drag-important
PbLi,7.10855606e+00,1.80501441e-03,7.68773378e+03,5.01392891e+02,9.07299201e-05,1.17874130e+05,6.44958723e-06,drag-important
PbLi,7.38329340e+00,1.80501441e-03,7.98485566e+03,5.01392891e+02,9.07299201e-05,1.27161595e+05,6.69885620e-06,drag-important
PbLi,7.66864902e+00,1.80501441e-03,8.29346094e+03,5.01392891e+02,9.07299201e-05,1.37180833e+05,6.95775912e-06,drag-important
PbLi,7.96503329e+00,1.80501441e-03,8.61399346e+03,5.01392891e+02,9.07299201e-05,1.47989500e+05,7.22666834e-06,drag-important
PbLi,8.27287247e+00,1.80501441e-03,8.94691419e+03,5.01392891e+02,9.07299201e-05,1.59649797e+05,7.50597058e-06,drag-important
PbLi,8.59260927e+00,1.80501441e-03,9.29270191e+03,5.01392891e+02,9.07299201e-05,1.72228826e+05,7.79606752e-06,drag-important
PbLi,8.92470352e+00,1.80501441e-03,9.65185392e+03,5.01392891e+02,9.07299201e-05,1.85798973e+05,8.09737637e-06,drag-important
PbLi,9.26963282e+00,1.80501441e-03,1.00248867e+04,5.01392891e+02,9.07299201e-05,2.00438330e+05,8.41033045e-06,drag-important
PbLi,9.62789324e+00,1.80501441e-03,1.04123368e+04,5.01392891e+02,9.07299201e-05,2.16231143e+05,8.73537984e-06,drag-important
PbLi,1.00000000e+01,1.80501441e-03,1.08147614e+04,5.01392891e+02,9.07299201e-05,2.33268294e+05,9.07299201e-06,drag-important
PbLi,5.00000000e-01,2.01746892e-03,5.40738070e+02,5.60408033e+02,1.01409049e-04,5.21758511e+02,5.07045243e-07,drag-important
PbLi,5.19324412e-01,2.01746892e-03,5.61636961e+02,5.60408033e+02,1.01409049e-04,5.62868585e+02,5.26641945e-07,drag-important
PbLi,5.39395691e-01,2.01746892e-03,5.83343570e+02,5.60408033e+02,1.01409049e-04,6.07217778e+02,5.46996038e-07,drag-important
PbLi,5.60242700e-01,2.01746892e-03,6.05889114e+02,5.60408033e+02,1.01409049e-04,6.55061306e+02,5.68136792e-07,drag-important
PbLi,5.81895423e-01,2.01746892e-03,6.29306016e+02,5.60408033e+02,1.01409049e-04,7.06674492e+02,5.90094611e-07,drag-important
PbLi,6.04384997e-01,2.01746892e-03,6.53627954e+02,5.60408033e+02,1.01409049e-04,7.62354351e+02,6.12901075e-07,drag-important
PbLi,6.27743767e-01,2.01746892e-03,6.78889906e+02,5.60408033e+02,1.01409049e-04,8.22421304e+02,6.36588981e-07,drag-important
PbLi,6.52005326e-01,2.01746892e-03,7.05128204e+02,5.60408033e+02,1.01409049e-04,8.87221014e+02,6.61192397e-07,drag-important
PbLi,6.77204565e-01,2.01746892e-03,7.32380580e+02,5.60408033e+02,1.01409049e-04,9.57126384e+02,6.86746706e-07,drag-important
PbLi,7.03377726e-01,2.01746892e-03,7.60686229e+02,5.60408033e+02,1.01409049e-04,1.03253969e+03,7.13288660e-07,drag-important
PbLi,7.30562449e-01,2.01746892e-03,7.90085858e+02,5.60408033e+02,1.01409049e-04,1.11389492e+03,7.40856428e-07,drag-important
PbLi,7.58797829e-01,2.01746892e-03,8.20621748e+02,5.60408033e+02,1.01409049e-04,1.20166024e+03,7.69489659e-07,drag-important
PbLi,7.88124474e-01,2.01746892e-03,8.52337814e+02,5.60408033e+02,1.01409049e-04,1.29634071e+03,7.99229530e-07,drag-important
PbLi,8.18584558e-01,2.01746892e-03,8.85279669e+02,5.60408033e+02,1.01409049e-04,1.39848119e+03,8.30118812e-07,drag-important
PbLi,8.50221890e-01,2.01746892e-03,9.19494688e+02,5.60408033e+02,1.01409049e-04,1.50866945e+03,8.62201929e-07,drag-important
PbLi,8.83081967e-01,2.01746892e-03,9.55032077e+02,5.60408033e+02,1.01409049e-04,1.62753961e+03,8.95525020e-07,drag-important
PbLi,9.17212047e-01,2.01746892e-03,9.91942945e+02,5.60408033e+02,1.01409049e-04,1.75577570e+03,9.30136010e-07,drag-important
PbLi,9.52661215e-01,2.01746892e-03,1.03028037e+03,5.60408033e+02,1.01409049e-04,1.89411569e+03,9.66084674e-07,drag-important
PbLi,9.89480451e-01,2.01746892e-03,1.07009950e+03,5.60408033e+02,1.01409049e-04,2.04335569e+03,1.00342271e-06,drag-important
PbLi,1.02772271e+00,2.01746892e-03,1.11145759e+03,5.60408033e+02,1.01409049e-04,2.20435450e+03,1.04220382e-06,drag-important
PbLi,1.06744298e+00,2.01746892e-03,1.15441412e+03,5.60408033e+02,1.01409049e-04,2.37803864e+03,1.08248377e-06,drag-important
PbLi,1.10869840e+00,2.01746892e-03,1.19903087e+03,5.60408033e+02,1.01409049e-04,2.56540759e+03,1.12432050e-06,drag-important
PbLi,1.15154829e+00,2.01746892e-03,1.24537200e+03,5.60408033e+02,1.01409049e-04,2.76753960e+03,1.16777416e-06,drag-important
PbLi,1.19605428e+00,2.01746892e-03,1.29350417e+03,5.60408033e+02,1.01409049e-04,2.98559787e+03,1.21290726e-06,drag-important
PbLi,1.24228037e+00,2.01746892e-03,1.34349658e+03,5.60408033e+02,1.01409049e-04,3.22083725e+03,1.25978470e-06,drag-important
PbLi,1.29029305e+00,2.01746892e-03,1.39542115e+03,5.60408033e+02,1.01409049e-04,3.47461146e+03,1.30847390e-06,drag-important
PbLi,1.34016136e+00,2.01746892e-03,1.44935253e+03,5.60408033e+02,1.01409049e-04,3.74838090e+03,1.35904488e-06,drag-important
PbLi,1.39195702e+00,2.01746892e-03,1.50536831e+03,5.60408033e+02,1.01409049e-04,4.04372101e+03,1.41157037e-06,drag-important
PbLi,1.44575452e+00,2.01746892e-03,1.56354902e+03,5.60408033e+02,1.01409049e-04,4.36233138e+03,1.46612591e-06,drag-important
PbLi,1.50163124e+00,2.01746892e-03,1.62397836e+03,5.60408033e+02,1.01409049e-04,4.70604549e+03,1.52278995e-06,drag-important
PbLi,1.55966752e+00,2.01746892e-03,1.68674321e+03,5.60408033e+02,1.01409049e-04,5.07684132e+03,1.58164399e-06,drag-important
PbLi,1.61994684e+00,2.01746892e-03,1.75193385e+03,5.60408033e+02,1.01409049e-04,5.47685266e+03,1.64277267e-06,drag-important
PbLi,1.68255588e+00,2.01746892e-03,1.81964404e+03,5.60408033e+02,1.01409049e-04,5.90838145e+03,1.70626391e-06,drag-important
PbLi,1.74758469e+00,2.01746892e-03,1.88997114e+03,5.60408033e+02,1.01409049e-04,6.37391099e+03,1.77220900e-06,drag-important
PbLi,1.81512678e+00,2.01746892e-03,1.96301631e+03,5.60408033e+02,1.01409049e-04,6.87612024e+03,1.84070280e-06,drag-important
PbLi,1.88527930e+00,2.01746892e-03,2.03888458e+03,5.60408033e+02,1.01409049e-04,7.41789925e+03,1.91184380e-06,drag-important
