material,B_T,U_m_s,Ha,Re,Rm,N,feedback_sheet_upper,classification
PbLi,1.95814313e+00,2.01746892e-03,2.11768507e+03,5.60408033e+02,1.01409049e-04,8.00236578e+03,1.98573431e-06,drag-important
PbLi,2.03382306e+00,2.01746892e-03,2.19953111e+03,5.60408033e+02,1.01409049e-04,8.63288324e+03,2.06248061e-06,drag-important
PbLi,2.11242793e+00,2.01746892e-03,2.28454041e+03,5.60408033e+02,1.01409049e-04,9.31308004e+03,2.14219306e-06,drag-important
PbLi,2.19407079e+00,2.01746892e-03,2.37283521e+03,5.60408033e+02,1.01409049e-04,1.00468705e+04,2.22498631e-06,drag-important
PbLi,2.27886905e+00,2.01746892e-03,2.46454250e+03,5.60408033e+02,1.01409049e-04,1.08384773e+04,2.31097942e-06,drag-important
PbLi,2.36694466e+00,2.01746892e-03,2.55979417e+03,5.60408033e+02,1.01409049e-04,1.16924559e+04,2.40029605e-06,drag-important
PbLi,2.45842429e+00,2.01746892e-03,2.65872721e+03,5.60408033e+02,1.01409049e-04,1.26137206e+04,2.49306468e-06,drag-important
PbLi,2.55343950e+00,2.01746892e-03,2.76148389e+03,5.60408033e+02,1.01409049e-04,1.36075731e+04,2.58941870e-06,drag-important
PbLi,2.65212693e+00,2.01746892e-03,2.86821200e+03,5.60408033e+02,1.01409049e-04,1.46797326e+04,2.68949669e-06,drag-important
PbLi,2.75462852e+00,2.01746892e-03,2.97906502e+03,5.60408033e+02,1.01409049e-04,1.58363690e+04,2.79344257e-06,drag-important
PbLi,2.86109168e+00,2.01746892e-03,3.09420239e+03,5.60408033e+02,1.01409049e-04,1.70841384e+04,2.90140585e-06,drag-important
PbLi,2.97166951e+00,2.01746892e-03,3.21378967e+03,5.60408033e+02,1.01409049e-04,1.84302213e+04,3.01354177e-06,drag-important
PbLi,3.08652104e+00,2.01746892e-03,3.33799887e+03,5.60408033e+02,1.01409049e-04,1.98823639e+04,3.13001162e-06,drag-important
PbLi,3.20581145e+00,2.01746892e-03,3.46700860e+03,5.60408033e+02,1.01409049e-04,2.14489228e+04,3.25098289e-06,drag-important
PbLi,3.32971230e+00,2.01746892e-03,3.60100441e+03,5.60408033e+02,1.01409049e-04,2.31389131e+04,3.37662956e-06,drag-important
PbLi,3.45840177e+00,2.01746892e-03,3.74017900e+03,5.60408033e+02,1.01409049e-04,2.49620600e+04,3.50713233e-06,drag-important
PbLi,3.59206493e+00,2.01746892e-03,3.88473252e+03,5.60408033e+02,1.01409049e-04,2.69288552e+04,3.64267887e-06,drag-important
PbLi,3.73089402e+00,2.01746892e-03,4.03487287e+03,5.60408033e+02,1.01409049e-04,2.90506169e+04,3.78346413e-06,drag-important
PbLi,3.87508869e+00,2.01746892e-03,4.19081596e+03,5.60408033e+02,1.01409049e-04,3.13395551e+04,3.92969057e-06,drag-important
PbLi,4.02485632e+00,2.01746892e-03,4.35278608e+03,5.60408033e+02,1.01409049e-04,3.38088420e+04,4.08156850e-06,drag-important
PbLi,4.18041228e+00,2.01746892e-03,4.52101614e+03,5.60408033e+02,1.01409049e-04,3.64726873e+04,4.23931632e-06,drag-important
PbLi,4.34198031e+00,2.01746892e-03,4.69574811e+03,5.60408033e+02,1.01409049e-04,3.93464208e+04,4.40316092e-06,drag-important
PbLi,4.50979274e+00,2.01746892e-03,4.87723325e+03,5.60408033e+02,1.01409049e-04,4.24465796e+04,4.57333791e-06,drag-important
PbLi,4.68409093e+00,2.01746892e-03,5.06573259e+03,5.60408033e+02,1.01409049e-04,4.57910043e+04,4.75009205e-06,drag-important
PbLi,4.86512554e+00,2.01746892e-03,5.26151720e+03,5.60408033e+02,1.01409049e-04,4.93989408e+04,4.93367752e-06,drag-important
PbLi,5.05315693e+00,2.01746892e-03,5.46486866e+03,5.60408033e+02,1.01409049e-04,5.32911516e+04,5.12435836e-06,drag-important
PbLi,5.24845551e+00,2.01746892e-03,5.67607941e+03,5.60408033e+02,1.01409049e-04,5.74900350e+04,5.32240879e-06,drag-important
PbLi,5.45130215e+00,2.01746892e-03,5.89545321e+03,5.60408033e+02,1.01409049e-04,6.20197543e+04,5.52811364e-06,drag-important
PbLi,5.66198857e+00,2.01746892e-03,6.12330555e+03,5.60408033e+02,1.01409049e-04,6.69063764e+04,5.74176873e-06,drag-important
PbLi,5.88081777e+00,2.01746892e-03,6.35996411e+03,5.60408033e+02,1.01409049e-04,7.21780223e+04,5.96368135e-06,drag-important
PbLi,6.10810447e+00,2.01746892e-03,6.60576925e+03,5.60408033e+02,1.01409049e-04,7.78650284e+04,6.19417063e-06,drag-important
PbLi,6.34417553e+00,2.01746892e-03,6.86107447e+03,5.60408033e+02,1.01409049e-04,8.40001215e+04,6.43356804e-06,drag-important
PbLi,6.58937046e+00,2.01746892e-03,7.12624694e+03,5.60408033e+02,1.01409049e-04,9.06186072e+04,6.68221789e-06,drag-important
PbLi,6.84404189e+00,2.01746892e-03,7.40166801e+03,5.60408033e+02,1.01409049e-04,9.77585724e+04,6.94047776e-06,drag-important
PbLi,7.10855606e+00,2.01746892e-03,7.68773378e+03,5.60408033e+02,1.01409049e-04,1.05461105e+05,7.20871907e-06,drag-important
PbLi,7.38329340e+00,2.01746892e-03,7.98485566e+03,5.60408033e+02,1.01409049e-04,1.13770532e+05,7.48732759e-06,drag-important
PbLi,7.66864902e+00,2.01746892e-03,8.29346094e+03,5.60408033e+02,1.01409049e-04,1.22734669e+05,7.77670400e-06,drag-important
PbLi,7.96503329e+00,2.01746892e-03,8.61399346e+03,5.60408033e+02,1.01409049e-04,1.32405103e+05,8.07726447e-06,drag-important
PbLi,8.27287247e+00,2.01746892e-03,8.94691419e+03,5.60408033e+02,1.01409049e-04,1.42837484e+05,8.38944126e-06,drag-important
PbLi,8.59260927e+00,2.01746892e-03,9.29270191e+03,5.60408033e+02,1.01409049e-04,1.54091847e+05,8.71368330e-06,drag-important
PbLi,8.92470352e+00,2.01746892e-03,9.65185392e+03,5.60408033e+02,1.01409049e-04,1.66232956e+05,9.05045692e-06,drag-important
PbLi,9.26963282e+00,2.01746892e-03,1.00248867e+04,5.60408033e+02,1.01409049e-04,1.79330681e+05,9.40024645e-06,drag-important
PbLi,9.62789324e+00,2.01746892e-03,1.04123368e+04,5.60408033e+02,1.01409049e-04,1.93460393e+05,9.76355493e-06,drag-important
PbLi,1.00000000e+01,2.01746892e-03,1.08147614e+04,5.60408033e+02,1.01409049e-04,2.08703404e+05,1.01409049e-05,drag-important
PbLi,5.00000000e-01,2.25492983e-03,5.40738070e+02,6.26369398e+02,1.13345136e-04,4.66813452e+02,5.66725680e-07,drag-important
PbLi,5.19324412e-01,2.25492983e-03,5.61636961e+02,6.26369398e+02,1.13345136e-04,5.03594329e+02,5.88628961e-07,drag-important
PbLi,5.39395691e-01,2.25492983e-03,5.83343570e+02,6.26369398e+02,1.13345136e-04,5.43273222e+02,6.11378779e-07,drag-important
PbLi,5.60242700e-01,2.25492983e-03,6.05889114e+02,6.26369398e+02,1.13345136e-04,5.86078469e+02,6.35007850e-07,drag-important
PbLi,5.81895423e-01,2.25492983e-03,6.29306016e+02,6.26369398e+02,1.13345136e-04,6.32256402e+02,6.59550158e-07,drag-important
PbLi,6.04384997e-01,2.25492983e-03,6.53627954e+02,6.26369398e+02,1.13345136e-04,6.82072757e+02,6.85040996e-07,drag-important
PbLi,6.27743767e-01,2.25492983e-03,6.78889906e+02,6.26369398e+02,1.13345136e-04,7.35814212e+02,7.11517026e-07,drag-important
PbLi,6.52005326e-01,2.25492983e-03,7.05128204e+02,6.26369398e+02,1.13345136e-04,7.93790030e+02,7.39016323e-07,drag-important
PbLi,6.77204565e-01,2.25492983e-03,7.32380580e+02,6.26369398e+02,1.13345136e-04,8.56333844e+02,7.67578435e-07,drag-important
PbLi,7.03377726e-01,2.25492983e-03,7.60686229e+02,6.26369398e+02,1.13345136e-04,9.23805570e+02,7.97244440e-07,drag-important
PbLi,7.30562449e-01,2.25492983e-03,7.90085858e+02,6.26369398e+02,1.13345136e-04,9.96593487e+02,8.28057001e-07,drag-important
PbLi,7.58797829e-01,2.25492983e-03,8.20621748e+02,6.26369398e+02,1.13345136e-04,1.07511647e+03,8.60060431e-07,drag-important
PbLi,7.88124474e-01,2.25492983e-03,8.52337814e+02,6.26369398e+02,1.13345136e-04,1.15982638e+03,8.93300756e-07,drag-important
PbLi,8.18584558e-01,2.25492983e-03,8.85279669e+02,6.26369398e+02,1.13345136e-04,1.25121070e+03,9.27825780e-07,drag-important
PbLi,8.50221890e-01,2.25492983e-03,9.19494688e+02,6.26369398e+02,1.13345136e-04,1.34979532e+03,9.63685157e-07,drag-important
PbLi,8.83081967e-01,2.25492983e-03,9.55032077e+02,6.26369398e+02,1.13345136e-04,1.45614756e+03,1.00093046e-06,drag-important
PbLi,9.17212047e-01,2.25492983e-03,9.91942945e+02,6.26369398e+02,1.13345136e-04,1.57087944e+03,1.03961524e-06,drag-important
PbLi,9.52661215e-01,2.25492983e-03,1.03028037e+03,6.26369398e+02,1.13345136e-04,1.69465120e+03,1.07979515e-06,drag-important
PbLi,9.89480451e-01,2.25492983e-03,1.07009950e+03,6.26369398e+02,1.13345136e-04,1.82817511e+03,1.12152796e-06,drag-important
PbLi,1.02772271e+00,2.25492983e-03,1.11145759e+03,6.26369398e+02,1.13345136e-04,1.97221955e+03,1.16487370e-06,drag-important
PbLi,1.06744298e+00,2.25492983e-03,1.15441412e+03,6.26369398e+02,1.13345136e-04,2.12761345e+03,1.20989470e-06,drag-important
PbLi,1.10869840e+00,2.25492983e-03,1.19903087e+03,6.26369398e+02,1.13345136e-04,2.29525105e+03,1.25665571e-06,drag-important
PbLi,1.15154829e+00,2.25492983e-03,1.24537200e+03,6.26369398e+02,1.13345136e-04,2.47609706e+03,1.30522398e-06,drag-important
PbLi,1.19605428e+00,2.25492983e-03,1.29350417e+03,6.26369398e+02,1.13345136e-04,2.67119216e+03,1.35566935e-06,drag-important
PbLi,1.24228037e+00,2.25492983e-03,1.34349658e+03,6.26369398e+02,1.13345136e-04,2.88165908e+03,1.40806438e-06,drag-important
PbLi,1.29029305e+00,2.25492983e-03,1.39542115e+03,6.26369398e+02,1.13345136e-04,3.10870899e+03,1.46248441e-06,drag-important
PbLi,1.34016136e+00,2.25492983e-03,1.44935253e+03,6.26369398e+02,1.13345136e-04,3.35364846e+03,1.51900771e-06,drag-important
PbLi,1.39195702e+00,2.25492983e-03,1.50536831e+03,6.26369398e+02,1.13345136e-04,3.61788706e+03,1.57771558e-06,drag-important
PbLi,1.44575452e+00,2.25492983e-03,1.56354902e+03,6.26369398e+02,1.13345136e-04,3.90294538e+03,1.63869243e-06,drag-important
PbLi,1.50163124e+00,2.25492983e-03,1.62397836e+03,6.26369398e+02,1.13345136e-04,4.21046384e+03,1.70202597e-06,drag-important
PbLi,1.55966752e+00,2.25492983e-03,1.68674321e+03,6.26369398e+02,1.13345136e-04,4.54221210e+03,1.76780727e-06,drag-important
PbLi,1.61994684e+00,2.25492983e-03,1.75193385e+03,6.26369398e+02,1.13345136e-04,4.90009927e+03,1.83613094e-06,drag-important
PbLi,1.68255588e+00,2.25492983e-03,1.81964404e+03,6.26369398e+02,1.13345136e-04,5.28618486e+03,1.90709525e-06,drag-important
PbLi,1.74758469e+00,2.25492983e-03,1.88997114e+03,6.26369398e+02,1.13345136e-04,5.70269066e+03,1.98080224e-06,drag-important
PbLi,1.81512678e+00,2.25492983e-03,1.96301631e+03,6.26369398e+02,1.13345136e-04,6.15201354e+03,2.05735792e-06,drag-important
PbLi,1.88527930e+00,2.25492983e-03,2.03888458e+03,6.26369398e+02,1.13345136e-04,6.63673919e+03,2.13687238e-06,drag-important
PbLi,1.95814313e+00,2.25492983e-03,2.11768507e+03,6.26369398e+02,1.13345136e-04,7.15965704e+03,2.21945999e-06,drag-important
PbLi,2.03382306e+00,2.25492983e-03,2.19953111e+03,6.26369398e+02,1.13345136e-04,7.72377631e+03,2.30523951e-06,drag-important
PbLi,2.11242793e+00,2.25492983e-03,2.28454041e+03,6.26369398e+02,1.13345136e-04,8.33234331e+03,2.39433431e-06,drag-important
PbLi,2.19407079e+00,2.25492983e-03,2.37283521e+03,6.26369398e+02,1.13345136e-04,8.98886016e+03,2.48687252e-06,drag-important
PbLi,2.27886905e+00,2.25492983e-03,2.46454250e+03,6.26369398e+02,1.13345136e-04,9.69710487e+03,2.58298722e-06,drag-important
PbLi,2.36694466e+00,2.25492983e-03,2.55979417e+03,6.26369398e+02,1.13345136e-04,1.04611532e+04,2.68281664e-06,drag-important
PbLi,2.45842429e+00,2.25492983e-03,2.65872721e+03,6.26369398e+02,1.13345136e-04,1.12854019e+04,2.78650435e-06,drag-important
PbLi,2.55343950e+00,2.25492983e-03,2.76148389e+03,6.26369398e+02,1.13345136e-04,1.21745943e+04,2.89419947e-06,drag-important
PbLi,2.65212693e+00,2.25492983e-03,2.86821200e+03,6.26369398e+02,1.13345136e-04,1.31338474e+04,3.00605688e-06,drag-important
PbLi,2.75462852e+00,2.25492983e-03,2.97906502e+03,6.26369398e+02,1.13345136e-04,1.41686814e+04,3.12223744e-06,drag-important
PbLi,2.86109168e+00,2.25492983e-03,3.09420239e+03,6.26369398e+02,1.13345136e-04,1.52850513e+04,3.24290825e-06,drag-important
PbLi,2.97166951e+00,2.25492983e-03,3.21378967e+03,6.26369398e+02,1.13345136e-04,1.64893816e+04,3.36824284e-06,drag-important
PbLi,3.08652104e+00,2.25492983e-03,3.33799887e+03,6.26369398e+02,1.13345136e-04,1.77886028e+04,3.49842147e-06,drag-important
PbLi,3.20581145e+00,2.25492983e-03,3.46700860e+03,6.26369398e+02,1.13345136e-04,1.91901914e+04,3.63363135e-06,drag-important
PbLi,3.32971230e+00,2.25492983e-03,3.60100441e+03,6.26369398e+02,1.13345136e-04,2.07022131e+04,3.77406693e-06,drag-important
PbLi,3.45840177e+00,2.25492983e-03,3.74017900e+03,6.26369398e+02,1.13345136e-04,2.23333691e+04,3.91993019e-06,drag-important
PbLi,3.59206493e+00,2.25492983e-03,3.88473252e+03,6.26369398e+02,1.13345136e-04,2.40930461e+04,4.07143088e-06,drag-important
PbLi,3.73089402e+00,2.25492983e-03,4.03487287e+03,6.26369398e+02,1.13345136e-04,2.59913705e+04,4.22878690e-06,drag-important
PbLi,3.87508869e+00,2.25492983e-03,4.19081596e+03,6.26369398e+02,1.13345136e-04,2.80392664e+04,4.39222455e-06,drag-important
PbLi,4.02485632e+00,2.25492983e-03,4.35278608e+03,6.26369398e+02,1.13345136e-04,3.02485190e+04,4.56197886e-06,drag-important
PbLi,4.18041228e+00,2.25492983e-03,4.52101614e+03,6.26369398e+02,1.13345136e-04,3.26318416e+04,4.73829399e-06,drag-important
PbLi,4.34198031e+00,2.25492983e-03,4.69574811e+03,6.26369398e+02,1.13345136e-04,3.52029495e+04,4.92142348e-06,drag-important
PbLi,4.50979274e+00,2.25492983e-03,4.87723325e+03,6.26369398e+02,1.13345136e-04,3.79766385e+04,5.11163072e-06,drag-important
PbLi,4.68409093e+00,2.25492983e-03,5.06573259e+03,6.26369398e+02,1.13345136e-04,4.09688703e+04,5.30918924e-06,drag-important
PbLi,4.86512554e+00,2.25492983e-03,5.26151720e+03,6.26369398e+02,1.13345136e-04,4.41968642e+04,5.51438316e-06,drag-important
PbLi,5.05315693e+00,2.25492983e-03,5.46486866e+03,6.26369398e+02,1.13345136e-04,4.76791962e+04,5.72750759e-06,drag-important
PbLi,5.24845551e+00,2.25492983e-03,5.67607941e+03,6.26369398e+02,1.13345136e-04,5.14359059e+04,5.94886903e-06,drag-important
PbLi,5.45130215e+00,2.25492983e-03,5.89545321e+03,6.26369398e+02,1.13345136e-04,5.54886120e+04,6.17878583e-06,drag-important
PbLi,5.66198857e+00,2.25492983e-03,6.12330555e+03,6.26369398e+02,1.13345136e-04,5.98606364e+04,6.41758864e-06,drag-important
PbLi,5.88081777e+00,2.25492983e-03,6.35996411e+03,6.26369398e+02,1.13345136e-04,6.45771387e+04,6.66562090e-06,drag-important
PbLi,6.10810447e+00,2.25492983e-03,6.60576925e+03,6.26369398e+02,1.13345136e-04,6.96652607e+04,6.92323932e-06,drag-important
PbLi,6.34417553e+00,2.25492983e-03,6.86107447e+03,6.26369398e+02,1.13345136e-04,7.51542828e+04,7.19081438e-06,drag-important
PbLi,6.58937046e+00,2.25492983e-03,7.12624694e+03,6.26369398e+02,1.13345136e-04,8.10757926e+04,7.46873091e-06,drag-important
PbLi,6.84404189e+00,2.25492983e-03,7.40166801e+03,6.26369398e+02,1.13345136e-04,8.74638663e+04,7.75738858e-06,drag-important
PbLi,7.10855606e+00,2.25492983e-03,7.68773378e+03,6.26369398e+02,1.13345136e-04,9.43552652e+04,8.05720253e-06,drag-important
PbLi,7.38329340e+00,2.25492983e-03,7.98485566e+03,6.26369398e+02,1.13345136e-04,1.01789647e+05,8.36860394e-06,drag-important
PbLi,7.66864902e+00,2.25492983e-03,8.29346094e+03,6.26369398e+02,1.13345136e-04,1.09809794e+05,8.69204065e-06,drag-important
PbLi,7.96503329e+00,2.25492983e-03,8.61399346e+03,6.26369398e+02,1.13345136e-04,1.18461859e+05,9.02797781e-06,drag-important
PbLi,8.27287247e+00,2.25492983e-03,8.94691419e+03,6.26369398e+02,1.13345136e-04,1.27795633e+05,9.37689854e-06,drag-important
PbLi,8.59260927e+00,2.25492983e-03,9.29270191e+03,6.26369398e+02,1.13345136e-04,1.37864827e+05,9.73930466e-06,drag-important
PbLi,8.92470352e+00,2.25492983e-03,9.65185392e+03,6.26369398e+02,1.13345136e-04,1.48727387e+05,1.01157173e-05,drag-important
PbLi,9.26963282e+00,2.25492983e-03,1.00248867e+04,6.26369398e+02,1.13345136e-04,1.60445824e+05,1.05066779e-05,drag-important
PbLi,9.62789324e+00,2.25492983e-03,1.04123368e+04,6.26369398e+02,1.13345136e-04,1.73087572e+05,1.09127487e-05,drag-important
PbLi,1.00000000e+01,2.25492983e-03,1.08147614e+04,6.26369398e+02,1.13345136e-04,1.86725381e+05,1.13345136e-05,drag-important
PbLi,5.00000000e-01,2.52034046e-03,5.40738070e+02,7.00094573e+02,1.26686129e-04,4.17654517e+02,6.33430647e-07,drag-important
PbLi,5.19324412e-01,2.52034046e-03,5.61636961e+02,7.00094573e+02,1.26686129e-04,4.50562093e+02,6.57911997e-07,drag-important
PbLi,5.39395691e-01,2.52034046e-03,5.83343570e+02,7.00094573e+02,1.26686129e-04,4.86062503e+02,6.83339523e-07,drag-important
PbLi,5.60242700e-01,2.52034046e-03,6.05889114e+02,7.00094573e+02,1.26686129e-04,5.24360039e+02,7.09749792e-07,drag-important
PbLi,5.81895423e-01,2.52034046e-03,6.29306016e+02,7.00094573e+02,1.26686129e-04,5.65675091e+02,7.37180788e-07,drag-important
PbLi,6.04384997e-01,2.52034046e-03,6.53627954e+02,7.00094573e+02,1.26686129e-04,6.10245413e+02,7.65671959e-07,drag-important
PbLi,6.27743767e-01,2.52034046e-03,6.78889906e+02,7.00094573e+02,1.26686129e-04,6.58327493e+02,7.95264281e-07,drag-important
PbLi,6.52005326e-01,2.52034046e-03,7.05128204e+02,7.00094573e+02,1.26686129e-04,7.10198025e+02,8.26000311e-07,drag-important
PbLi,6.77204565e-01,2.52034046e-03,7.32380580e+02,7.00094573e+02,1.26686129e-04,7.66155509e+02,8.57924252e-07,drag-important
PbLi,7.03377726e-01,2.52034046e-03,7.60686229e+02,7.00094573e+02,1.26686129e-04,8.26521960e+02,8.91082016e-07,drag-important
PbLi,7.30562449e-01,2.52034046e-03,7.90085858e+02,7.00094573e+02,1.26686129e-04,8.91644767e+02,9.25521289e-07,drag-important
PbLi,7.58797829e-01,2.52034046e-03,8.20621748e+02,7.00094573e+02,1.26686129e-04,9.61898690e+02,9.61291599e-07,drag-important
PbLi,7.88124474e-01,2.52034046e-03,8.52337814e+02,7.00094573e+02,1.26686129e-04,1.03768802e+03,9.98444390e-07,drag-important
PbLi,8.18584558e-01,2.52034046e-03,8.85279669e+02,7.00094573e+02,1.26686129e-04,1.11944889e+03,1.03703309e-06,drag-important
PbLi,8.50221890e-01,2.52034046e-03,9.19494688e+02,7.00094573e+02,1.26686129e-04,1.20765181e+03,1.07711320e-06,drag-important
PbLi,8.83081967e-01,2.52034046e-03,9.55032077e+02,7.00094573e+02,1.26686129e-04,1.30280437e+03,1.11874236e-06,drag-important
PbLi,9.17212047e-01,2.52034046e-03,9.91942945e+02,7.00094573e+02,1.26686129e-04,1.40545413e+03,1.16198044e-06,drag-important
PbLi,9.52661215e-01,2.52034046e-03,1.03028037e+03,7.00094573e+02,1.26686129e-04,1.51619180e+03,1.20688962e-06,drag-important
PbLi,9.89480451e-01,2.52034046e-03,1.07009950e+03,7.00094573e+02,1.26686129e-04,1.63565464e+03,1.25353448e-06,drag-important
PbLi,1.02772271e+00,2.52034046e-03,1.11145759e+03,7.00094573e+02,1.26686129e-04,1.76453013e+03,1.30198212e-06,drag-important
PbLi,1.06744298e+00,2.52034046e-03,1.15441412e+03,7.00094573e+02,1.26686129e-04,1.90355990e+03,1.35230220e-06,drag-important
PbLi,1.10869840e+00,2.52034046e-03,1.19903087e+03,7.00094573e+02,1.26686129e-04,2.05354401e+03,1.40456709e-06,drag-important
PbLi,1.15154829e+00,2.52034046e-03,1.24537200e+03,7.00094573e+02,1.26686129e-04,2.21534558e+03,1.45885196e-06,drag-important
PbLi,1.19605428e+00,2.52034046e-03,1.29350417e+03,7.00094573e+02,1.26686129e-04,2.38989572e+03,1.51523487e-06,drag-important
PbLi,1.24228037e+00,2.52034046e-03,1.34349658e+03,7.00094573e+02,1.26686129e-04,2.57819891e+03,1.57379692e-06,drag-important
PbLi,1.29029305e+00,2.52034046e-03,1.39542115e+03,7.00094573e+02,1.26686129e-04,2.78133876e+03,1.63462232e-06,drag-important
PbLi,1.34016136e+00,2.52034046e-03,1.44935253e+03,7.00094573e+02,1.26686129e-04,3.00048429e+03,1.69779855e-06,drag-important
PbLi,1.39195702e+00,2.52034046e-03,1.50536831e+03,7.00094573e+02,1.26686129e-04,3.23689659e+03,1.76341647e-06,drag-important
PbLi,1.44575452e+00,2.52034046e-03,1.56354902e+03,7.00094573e+02,1.26686129e-04,3.49193615e+03,1.83157045e-06,drag-important
PbLi,1.50163124e+00,2.52034046e-03,1.62397836e+03,7.00094573e+02,1.26686129e-04,3.76707062e+03,1.90235849e-06,drag-important
PbLi,1.55966752e+00,2.52034046e-03,1.68674321e+03,7.00094573e+02,1.26686129e-04,4.06388332e+03,1.97588241e-06,drag-important
PbLi,1.61994684e+00,2.52034046e-03,1.75193385e+03,7.00094573e+02,1.26686129e-04,4.38408230e+03,2.05224795e-06,drag-important
PbLi,1.68255588e+00,2.52034046e-03,1.81964404e+03,7.00094573e+02,1.26686129e-04,4.72951020e+03,2.13156492e-06,drag-important
PbLi,1.74758469e+00,2.52034046e-03,1.88997114e+03,7.00094573e+02,1.26686129e-04,5.10215484e+03,2.21394740e-06,drag-important
PbLi,1.81512678e+00,2.52034046e-03,1.96301631e+03,7.00094573e+02,1.26686129e-04,5.50416067e+03,2.29951386e-06,drag-important
PbLi,1.88527930e+00,2.52034046e-03,2.03888458e+03,7.00094573e+02,1.26686129e-04,5.93784110e+03,2.38838737e-06,drag-important
PbLi,1.95814313e+00,2.52034046e-03,2.11768507e+03,7.00094573e+02,1.26686129e-04,6.40569180e+03,2.48069574e-06,drag-important
PbLi,2.03382306e+00,2.52034046e-03,2.19953111e+03,7.00094573e+02,1.26686129e-04,6.91040511e+03,2.57657171e-06,drag-important
PbLi,2.11242793e+00,2.52034046e-03,2.28454041e+03,7.00094573e+02,1.26686129e-04,7.45488547e+03,2.67615318e-06,drag-important
PbLi,2.19407079e+00,2.52034046e-03,2.37283521e+03,7.00094573e+02,1.26686129e-04,8.04226620e+03,2.77958336e-06,drag-important
PbLi,2.27886905e+00,2.52034046e-03,2.46454250e+03,7.00094573e+02,1.26686129e-04,8.67592746e+03,2.88701099e-06,drag-important
PbLi,2.36694466e+00,2.52034046e-03,2.55979417e+03,7.00094573e+02,1.26686129e-04,9.35951578e+03,2.99859057e-06,drag-important
PbLi,2.45842429e+00,2.52034046e-03,2.65872721e+03,7.00094573e+02,1.26686129e-04,1.00969650e+04,3.11448257e-06,drag-important
PbLi,2.55343950e+00,2.52034046e-03,2.76148389e+03,7.00094573e+02,1.26686129e-04,1.08925188e+04,3.23485366e-06,drag-important
PbLi,2.65212693e+00,2.52034046e-03,2.86821200e+03,7.00094573e+02,1.26686129e-04,1.17507554e+04,3.35987696e-06,drag-important
