material,electron_density,electron_temperature_ev,ion_current_density,net_current_density,ohmic_heat_flux,plasma_heat_flux,retained_heat_flux,delta_b,feedback,classification,semi_infinite_delta_t
Li,1.460686320364986e+19,21.543465617130273,74920.36567828858,1498.4073135657716,0.014032652983421203,11298310.25409126,11298310.268123912,1.8829541633533782e-05,3.7659083267067564e-06,weak-feedback,124.41533311825619
Li,1.548365256585496e+19,21.543465617130273,79417.52422104987,1588.3504844209974,0.015767857883502608,11976500.91717659,11976500.932944447,1.995980085273118e-05,3.991960170546236e-06,weak-feedback,131.8834691031028
Li,1.6413071953751267e+19,21.543465617130273,84184.62852255955,1683.692570451191,0.017717629198703365,12695400.550466524,12695400.568184154,2.1157904840932708e-05,4.231580968186542e-06,weak-feedback,139.799886290661
Li,1.7398280529303622e+19,21.543465617130273,89237.88230611825,1784.757646122365,0.019908499096201532,13457452.744451635,13457452.764360134,2.2427926037984935e-05,4.485585207596987e-06,weak-feedback,148.19149314077774
Li,1.8442627085855328e+19,21.543465617130273,94594.46193727168,1891.8892387454337,0.02237028057300485,14265247.768215854,14265247.790586134,2.3774181335392966e-05,4.754836267078593e-06,weak-feedback,157.0868133164616
Li,1.9549661430912594e+19,21.543465617130273,100272.57480748674,2005.451496149735,0.025136473146307566,15121531.373943498,15121531.399079971,2.5201246749738668e-05,5.040249349947734e-06,weak-feedback,166.51608263782472
Li,2.0723146452190294e+19,21.543465617130273,106291.52122235775,2125.830424447155,0.02824471870940732,16029214.129924363,16029214.158169081,2.671397297688342e-05,5.342794595376684e-06,weak-feedback,176.51135185576962
Li,2.1967070907932353e+19,21.543465617130273,112671.76000470454,2253.4352000940908,0.031737313756394346,16991381.31378034,16991381.345517654,2.8317501879824964e-05,5.663500375964993e-06,weak-feedback,187.10659559475272
Li,2.3285662984981967e+19,21.543465617130273,119434.9780355523,2388.699560711046,0.03566178494588216,18011303.39954141,18011303.4352032,3.001728396625196e-05,6.003456793250392e-06,weak-feedback,198.33782783493137
Li,2.468340467068651e+19,21.543465617130273,126604.16396936766,2532.0832793873533,0.04007153583595633,19092447.17421717,19092447.214288704,3.1819096915203444e-05,6.3638193830406886e-06,weak-feedback,210.2432243262236
Li,2.6165046987488236e+19,21.543465617130273,134203.68637411468,2684.0737274822936,0.045026573591004336,20238487.52165012,20238487.566676695,3.3729065215806986e-05,6.745813043161397e-06,weak-feedback,222.86325235037805
Li,2.773562614198418e+19,21.543465617130273,142259.37656173354,2845.187531234671,0.05059432554933276,21453319.913704667,21453319.964298993,3.575368098484849e-05,7.150736196969698e-06,weak-feedback,236.2408082721208
Li,2.9400480643347137e+19,21.543465617130273,150798.6163905895,3015.9723278117904,0.05685055676329044,22741073.65125038,22741073.708100937,3.7899826033934515e-05,7.579965206786903e-06,weak-feedback,250.42136334692887
Li,3.1165269449294365e+19,21.543465617130273,159850.43133833812,3197.0086267667625,0.06388040099763188,24106125.899946515,24106125.963826917,4.017479526125462e-05,8.034959052250924e-06,weak-feedback,265.45311828103866
Li,3.303599120128346e+19,21.543465617130273,169445.58916156815,3388.911783231363,0.07177951921577737,25553116.56853638,25553116.640315898,4.2586321447454146e-05,8.517264289490829e-06,weak-feedback,281.387167069051
Li,3.50190046143172e+19,21.543465617130273,179616.70447757354,3592.3340895514707,0.08065540131845997,27086964.080223985,27086964.160879385,4.514260153990032e-05,9.028520307980063e-06,weak-feedback,298.27767066602877
Li,3.712105009066372e+19,21.543465617130273,190398.34962373486,3807.9669924746972,0.09062882884860493,28712882.090740964,28712882.181369793,4.785232451468371e-05,9.570464902936741e-06,weak-feedback,316.1820410844099
Li,3.934927263095861e+19,21.543465617130273,201827.17217132912,4036.5434434265826,0.10183551856668834,30436397.209929626,30436397.311765146,5.072470091106e-05,1.0144940182211999e-05,weak-feedback,335.16113654149535
Li,4.171124612056533e+19,21.543465617130273,213942.01949320594,4278.840389864119,0.1144279692620783,32263367.787079077,32263367.901507046,5.376949413872161e-05,1.0753898827744323e-05,weak-feedback,355.27946832083137
Li,4.421499907374468e+19,21.543465617130273,226784.07080874237,4535.681416174847,0.12857753693146165,34200003.82386685,34200003.95244439,5.69970536643146e-05,1.139941073286292e-05,weak-feedback,376.6054200506207
Li,4.6869041923142115e+19,21.543465617130273,240396.9771549192,4807.939543098384,0.14447676656305689,36252888.082593374,36252888.22707014,6.0418350190007e-05,1.20836700380014e-05,weak-feedback,399.21148014452564
Li,4.9682395947343675e+19,21.543465617130273,254827.00975924992,5096.540195184999,0.16234201225710218,38428998.46145165,38428998.62379366,6.404501294367314e-05,1.2809002588734628e-05,weak-feedback,423.17448819488027
Li,5.266462393484259e+19,21.543465617130273,270123.21731896856,5402.464346379371,0.18241638133687677,40735731.71289866,40735731.895315036,6.788936920746487e-05,1.3577873841492973e-05,weak-feedback,448.5758961559445
Li,5.582586268862678e+19,21.543465617130273,286337.59272098565,5726.751854419713,0.20497304251312265,43180928.58573484,43180928.79070788,7.196448621910678e-05,1.4392897243821357e-05,weak-feedback,475.50204520482725
Li,5.917685748188806e+19,21.543465617130273,303525.2497693822,6070.504995387643,0.23031894311891457,45772900.47636294,45772900.706681885,7.628421558835984e-05,1.5256843117671969e-05,weak-feedback,504.0444592212745
Li,6.272899858196231e+19,21.543465617130273,321744.61052111036,6434.892210422207,0.2587989859984525,48520457.679809585,48520457.93860857,8.086324037961838e-05,1.6172648075923676e-05,weak-feedback,534.3001558838158
Li,6.649435996665032e+19,21.543465617130273,341057.60386667977,6821.152077333595,0.29080072288820263,51432939.33653857,51432939.62733929,8.571712502067992e-05,1.7143425004135985e-05,weak-feedback,566.3719764397248
Li,7.048574036451889e+19,21.543465617130273,361529.87603081873,7230.597520616375,0.32675962815714793,54520245.17684719,54520245.50360682,9.08623682073319e-05,1.817247364146638e-05,weak-feedback,600.368935269707
Li,7.471670675868067e+19,21.543465617130273,383231.0137086156,7664.620274172313,0.36716502467033285,57792869.17074679,57792869.53791181,9.63164589835805e-05,1.92632917967161e-05,weak-feedback,636.406590435507
Li,7.920164050192541e+19,21.543465617130273,406234.7805955973,8124.695611911946,0.4125667424138827,61261935.19770597,61261935.61027271,0.0001020979361881432,2.041958723762864e-05,weak-feedback,674.6074364699548
Li,8.395578619995103e+19,21.543465617130273,430619.3681157256,8612.387362314512,0.463582600490967,64939234.85750049,64939235.32108309,0.00010822645146926738,2.1645290293853477e-05,weak-feedback,715.1013207445731
Li,8.899530352885224e+19,21.543465617130273,456467.6611995554,9129.353223991107,0.5209068143024801,68837267.55069144,68837268.07159826,0.00011472283608206704,2.2944567216413408e-05,weak-feedback,758.0258848300084
Li,9.433732216299774e+19,21.543465617130273,483867.5200159512,9677.350400319025,0.5853194423159674,72969282.96496817,72969283.55028762,0.00012160917169542598,2.4321834339085196e-05,weak-feedback,803.5270323495031
Li,1e+20,21.543465617130273,512912.07861498976,10258.241572299796,0.6576970009728736,77349326.11176997,77349326.76946698,0.00012890886544914579,2.5781773089829156e-05,weak-feedback,851.7594249156746
Li,1e+18,22.637137945214064,5257.701200273092,105.15402400546184,6.910855477838278e-05,833135.1514170967,833135.1514862053,1.3214044372438547e-06,2.6428088744877094e-07,weak-feedback,9.174361912960368
Li,1.0600258488068824e+18,22.637137945214064,5573.299177592448,111.46598355184896,7.765415930738164e-05,883144.7960517583,883144.7961294125,1.4007228602065978e-06,2.8014457204131957e-07,weak-feedback,9.725060774095768
Li,1.1236548001387516e+18,22.637137945214064,5907.841191382136,118.15682382764271,8.725646885647873e-05,936156.3120541463,936156.3121414027,1.484802438833703e-06,2.9696048776674063e-07,weak-feedback,10.308815801813793
Li,1.191103133283008e+18,22.637137945214064,6262.464373511111,125.24928747022223,9.80461500737398e-05,992349.8893011173,992349.8893991634,1.573928965535225e-06,3.14785793107045e-07,weak-feedback,10.92761122057261
Li,1.2626001098748577e+18,22.637137945214064,6638.374113153976,132.76748226307953,0.0001101700271654821,1051916.5337198325,1051916.5338300026,1.6684053876532152e-06,3.3368107753064306e-07,weak-feedback,11.583550359587791
Li,1.3383887531737592e+18,22.637137945214064,7036.848153993681,140.73696307987362,0.0001237930798559107,1115058.7165303594,1115058.7166541524,1.7685528372010757e-06,3.5371056744021515e-07,weak-feedback,12.27886280219651
Li,1.418726674116599e+18,22.637137945214064,7459.240937362293,149.18481874724586,0.00013910068840405375,1181991.0624596064,1181991.0625987072,1.8747117224138897e-06,3.7494234448277794e-07,weak-feedback,13.015911964368344
Li,1.5038869469554132e+18,22.637137945214064,7906.98820608251,158.13976412165022,0.00015630115622781982,1252941.0792658934,1252941.0794221945,1.9872428848199964e-06,3.974485769639993e-07,weak-feedback,13.797203128122678
Li,1.5941590374560028e+18,22.637137945214064,8381.611884658621,167.63223769317244,0.00017562854446262667,1328149.93105384,1328149.9312294687,2.1065288257667545e-06,4.213057651533509e-07,weak-feedback,14.625391957158733
Li,1.689849786812462e+18,22.637137945214064,8884.72525240511,177.69450504810217,0.00019734585702681256,1407873.2580081492,1407873.258205495,2.232975006569569e-06,4.4659500131391376e-07,weak-feedback,15.503293523643595
Li,1.7912844546220096e+18,22.637137945214064,9418.03842709667,188.3607685419334,0.00022174861953567379,1492382.0453325992,1492382.0455543478,2.3670112267034615e-06,4.734022453406923e-07,weak-feedback,16.433891876840818
Li,1.898807824465269e+18,22.637137945214064,9983.364177778982,199.66728355557964,0.00024916890076540153,1581963.54434784,1581963.5445970087,2.5090930847217565e-06,5.018186169443513e-07,weak-feedback,17.42035018610409
Li,2.0127853758499466e+18,22.637137945214064,10582.624086498388,211.65248172996777,0.0002799798313903396,1676922.248878863,1676922.2491588427,2.659703526867659e-06,5.319407053735318e-07,weak-feedback,18.466021492712706
Li,2.133604526501402e+18,22.637137945214064,11217.855079894523,224.35710159789048,0.0003146006814837884,1777580.9302509483,1777580.930565549,2.8193544886425267e-06,5.638708977285053e-07,weak-feedback,19.574460107094936
Li,2.2616759492228552e+18,22.637137945214064,11891.21635285779,237.82432705715578,0.00035350256587618126,1884281.7344121893,1884281.734765692,2.9885886349107876e-06,5.977177269821575e-07,weak-feedback,20.749433690180204
Li,2.3974349678010685e+18,22.637137945214064,12604.996707784358,252.09993415568715,0.0003972148550081362,1997387.3449115858,1997387.3453088007,3.167981204455909e-06,6.335962408911819e-07,weak-feedback,21.994936059943083
Li,2.541343036702629e+18,22.637137945214064,13361.622334377074,267.2324466875415,0.00044633237851631066,2117282.215686029,2117282.216132361,3.3581419652576257e-06,6.716283930515252e-07,weak-feedback,23.31520076667259
Li,2.693889309590164e+18,22.637137945214064,14163.665056435055,283.2733011287011,0.0005015235195771987,2244373.877846299,2244373.878347823,3.559717287136227e-06,7.119434574272454e-07,weak-feedback,24.71471548310772
Li,2.8555923019901005e+18,22.637137945214064,15013.851073663951,300.27702147327904,0.0005635393101554004,2379094.324904018,2379094.325467557,3.773392338809112e-06,7.546784677618224e-07,weak-feedback,26.198237258353267
Li,3.0270016537634555e+18,22.637137945214064,15915.070228220753,318.30140456441507,0.0006332236509229964,2521901.4811480185,2521901.481781242,3.999893416827516e-06,7.999786833655032e-07,weak-feedback,27.770808687424864
Li,3.208699997370444e+18,22.637137945214064,16870.38582749085,337.407716549817,0.0007115247949210104,2673280.758161263,2673280.758872788,4.239990414309649e-06,8.479980828619298e-07,weak-feedback,29.437775051384783
Li,3.401304938279246e+18,22.637137945214064,17883.045056485582,357.66090112971165,0.0007995082512307336,2833746.704768998,2833746.7055685064,4.49449943786163e-06,8.988998875723261e-07,weak-feedback,31.204802486328752
Li,3.6054711542504986e+18,22.637137945214064,18956.490015252853,379.1298003050571,0.000898371284245953,3003844.7560264636,3003844.756924835,4.76428558158133e-06,9.52857116316266e-07,weak-feedback,33.077897242981955
Li,3.821892620633115e+18,22.637137945214064,20094.3694188176,401.887388376352,0.00100945920584978,3184153.0871910546,3184153.0882005137,5.050265867574142e-06,1.0100531735148285e-06,weak-feedback,35.06342610236824
Li,4.051304969235378e+18,22.637137945214064,21300.550999421186,426.01101998842375,0.0011342836821973575,3375284.5789807537,3375284.5801150375,5.353412362975707e-06,1.0706824725951414e-06,weak-feedback,37.16813801694761
Li,4.294487988789272e+18,22.637137945214064,22579.13465321573,451.5826930643146,0.0012745433042201184,3577888.900798853,3577888.9020733964,5.67475548407658e-06,1.134951096815316e-06,weak-feedback,39.39918705078099
Li,4.5522682755073096e+18,22.637137945214064,23934.4663760999,478.689327521998,0.001432146701771642,3792654.719006028,3792654.720438175,6.01538749877979e-06,1.203077499755958e-06,weak-feedback,41.764156696698294
Li,4.825522042741279e+18,22.637137945214064,25371.153036065083,507.4230607213017,0.0016092385159485864,4020312.0377457934,4020312.0393550317,6.3764662392963555e-06,1.2752932478592711e-06,weak-feedback,44.27108565312471
Li,5.115178099293145e+18,22.637137945214064,26894.0780322642,537.881560645284,0.00180822858301379,4261634.680280011,4261634.68208824,6.759219037698549e-06,1.3518438075397098e-06,weak-feedback,46.928495148183266
Li,5.422221006501592e+18,22.637137945214064,28508.417894029393,570.1683578805879,0.0020318247270515385,4517442.919268667,4517442.921300491,7.164946897708044e-06,1.4329893795416087e-06,weak-feedback,49.74541790394961
Li,5.747694424835359e+18,22.637137945214064,30219.659876259822,604.3931975251965,0.0022830696075920695,4788606.264934409,4788606.267217479,7.595028916899208e-06,1.5190057833798417e-06,weak-feedback,52.73142883931092
Li,6.092704661368687e+18,22.637137945214064,32033.6206109876,640.672412219752,0.0025653821236217237,5076046.420589051,5076046.423154433,8.0509269743489e-06,1.61018539486978e-06,weak-feedback,55.89667761578995
Li,6.458424430196991e+18,22.637137945214064,33956.465878519775,679.1293175703955,0.0028826039373976947,5380740.415568046,5380740.41845065,8.534190699666417e-06,1.7068381399332834e-06,weak-feedback,59.251923136959896
Li,6.846096838574672e+18,22.637137945214064,35994.73156535986,719.8946313071973,0.0032390517511557844,5703723.926222016,5703723.929461068,9.046462740293696e-06,1.809292548058739e-06,weak-feedback,62.808570118715835
Li,7.257039612324231e+18,22.637137945214064,38155.34588014648,763.1069176029296,0.0036395760480840266,6046094.796253617,6046094.799893193,9.589484344979662e-06,1.9178968689959324e-06,weak-feedback,66.57870785470787
Li,7.692649574879161e+18,22.637137945214064,40445.65290312245,808.913058062449,0.004089627096899644,6409016.768365615,6409016.772455242,1.0165101282407374e-05,2.0330202564814748e-06,weak-feedback,70.57515130870232
Li,8.154407395185187e+18,22.637137945214064,42873.43754918093,857.4687509836186,0.004595329118208794,6793723.439904303,6793723.444499632,1.0775270115091807e-05,2.1550540230183617e-06,weak-feedback,74.81148467354681
Li,8.643882620598297e+18,22.637137945214064,45446.95202933938,908.9390405867877,0.005163563621892688,7201522.455943773,7201522.461107336,1.1422064849873628e-05,2.2844129699747257e-06,weak-feedback,79.30210754479936
Li,9.162739011886769e+18,22.637137945214064,48174.94390058615,963.498878011723,0.005802063049561557,7633799.954063622,7633799.959865686,1.210768398761455e-05,2.42153679752291e-06,weak-feedback,84.06228386596858
Li,9.712740198471207e+18,22.637137945214064,51066.68579944277,1021.3337159888554,0.0065195159963475245,8092025.275928231,8092025.282447747,1.283445799605661e-05,2.566891599211322e-06,weak-feedback,89.1081938117338
Li,1.0295755673125085e+19,22.637137945214064,54132.00696030825,1082.640139206165,0.007325685443877153,8577755.9616825,8577755.969008185,1.3604857231246078e-05,2.7209714462492156e-06,weak-feedback,94.45698878549858
Li,1.0913767146512693e+19,22.637137945214064,57381.326625720816,1147.6265325144163,0.008231541613319142,9092643.044140788,9092643.052372329,1.4421500334448073e-05,2.8843000668896147e-06,weak-feedback,100.1268497182232
Li,1.1568875283162786e+19,22.637137945214064,60825.68946209468,1216.5137892418936,0.00924941124634794,9638436.660763336,9638436.670012748,1.528716313309206e-05,3.057432626618412e-06,weak-feedback,106.13704886668637
Li,1.2263306841775593e+19,22.637137945214064,64476.80310132075,1289.536062026415,0.010393145345416214,10216992.002497025,10216992.01289017,1.620478807600519e-05,3.240957615201038e-06,weak-feedback,112.50801532124751
Li,1.2999422244132422e+19,22.637137945214064,68347.07793583175,1366.941558716635,0.011678307655916648,10830275.619700039,10830275.631378347,1.7177494235003047e-05,3.435498847000609e-06,weak-feedback,119.26140444576535
Li,1.377972359833554e+19,22.637137945214064,72449.6693024002,1448.9933860480041,0.013122386455067876,11480372.106585018,11480372.119707406,1.8208587906834437e-05,3.6417175813668876e-06,weak-feedback,126.42017148570598
Li,1.460686320364986e+19,22.637137945214064,76798.52219805472,1535.9704439610944,0.014745032529512756,12169491.186901644,12169491.201646676,1.930157385151691e-05,3.860314770303382e-06,weak-feedback,134.00864959464164
Li,1.548365256585496e+19,22.637137945214064,81408.41868010715,1628.168373602143,0.016568326579989048,12899975.22494329,12899975.241511617,2.0460167205262938e-05,4.092033441052588e-06,weak-feedback,142.05263254435553
Li,1.6413071953751267e+19,22.637137945214064,86295.02811140665,1725.900562228133,0.018617079691871156,13674307.187408265,13674307.206025345,2.1688306108489583e-05,4.337661221697917e-06,weak-feedback,150.5794623996916
Li,1.7398280529303622e+19,22.637137945214064,91474.96042160761,1829.4992084321523,0.0209191709603367,14495119.083178496,14495119.104097666,2.2990165091835166e-05,4.598033018367033e-06,weak-feedback,159.61812245616156
Li,1.8442627085855328e+19,22.637137945214064,96965.82256549058,1939.3164513098118,0.02350592686450551,15365200.909703126,15365200.933209052,2.4370169265682934e-05,4.874033853136587e-06,weak-feedback,169.19933575621107
Li,1.9549661430912594e+19,22.637137945214064,102786.27837024172,2055.7255674048347,0.026412547553012058,16287510.136396341,16287510.162808888,2.5833009361422954e-05,5.166601872284591e-06,weak-feedback,179.35566951900833
Li,2.0723146452190294e+19,22.637137945214064,108956.11197511596,2179.122239502319,0.029678585841835015,17265181.75728423,17265181.78696282,2.73836576755785e-05,5.4767315351157e-06,weak-feedback,190.12164583872007
Li,2.1967070907932353e+19,22.637137945214064,115496.29507912004,2309.925901582401,0.03334848544250792,18301538.94707032,18301538.980418805,2.90273849709922e-05,5.80547699419844e-06,weak-feedback,201.53385902754565
Li,2.3285662984981967e+19,22.637137945214064,122429.05822529439,2448.581164505888,0.03747218574483132,19400104.356840435,19400104.39431262,3.0769778392520155e-05,6.153955678504031e-06,weak-feedback,213.6311000023671
Li,2.468340467068651e+19,22.637137945214064,129777.96636389488,2595.559327277898,0.042105801383870586,20564612.087801877,20564612.12990768,3.261676045813084e-05,6.523352091626168e-06,weak-feedback,226.4544881378129
Li,2.6165046987488236e+19,22.637137945214064,137567.99895131873,2751.3599790263747,0.04731238583867508,21799020.38375646,21799020.431068845,3.4574609189960905e-05,6.914921837992181e-06,weak-feedback,240.04761103391553
Li,2.773562614198418e+19,22.637137945214064,145825.63485703594,2916.512697140719,0.053162789453643944,23107525.085449975,23107525.138612766,3.6649979453754546e-05,7.329995890750909e-06,weak-feedback,254.4566726734412
Li,2.9400480643347137e+19,22.637137945214064,154578.94236713203,3091.5788473426405,0.059736623558352804,24494573.892530438,24494573.952267062,3.884992557922096e-05,7.769985115844192e-06,weak-feedback,269.7306504724893
Li,3.1165269449294365e+19,22.637137945214064,163857.6745903893,3277.153491807786,0.06712334380542477,25964881.481592484,25964881.548715826,4.118192533819792e-05,8.236385067639584e-06,weak-feedback,285.9214617581888
Li,3.303599120128346e+19,22.637137945214064,173693.37059119935,3473.867411823987,0.07542346746832929,27523445.531695172,27523445.60711864,4.365390536212491e-05,8.730781072424982e-06,weak-feedback,303.0841402393601
Li,3.50190046143172e+19,22.637137945214064,184119.46259306447,3682.3892518612893,0.08474994126389716,29175563.711825166,29175563.796575107,4.627426808522177e-05,9.254853617044354e-06,weak-feedback,321.27702306997907
Li,3.712105009066372e+19,22.637137945214064,195171.3896170802,3903.427792341604,0.09522967831265529,30926851.68804675,30926851.783276428,4.905192030495443e-05,9.810384060990887e-06,weak-feedback,340.56194914128486
Li,3.934927263095861e+19,22.637137945214064,206886.71794166422,4137.734358833284,0.10700528515168431,32783262.21154632,32783262.318551607,5.199630345686688e-05,1.0399260691373377e-05,weak-feedback,361.0044692765416
Li,4.171124612056533e+19,22.637137945214064,219305.26879298268,4386.105375859654,0.12023700230090595,34751105.352452986,34751105.472689986,5.511742570668555e-05,1.102348514133711e-05,weak-feedback,382.6740690429199
Li,4.421499907374468e+19,22.637137945214064,232469.25370010105,4649.385074002021,0.13510488478970487,36837069.94821107,36837070.08331595,5.842589596877914e-05,1.1685179193755828e-05,weak-feedback,405.6444049378481
Li,4.6869041923142115e+19,22.637137945214064,246423.41797495415,4928.468359499083,0.1518112523161474,39048246.33941126,39048246.49122251,6.193295996660824e-05,1.2386591993321649e-05,weak-feedback,429.99355475267294
Li,4.9682395947343675e+19,22.637137945214064,261215.19280479182,5224.303856095837,0.17058344238011144,41392150.470354326,41392150.64093777,6.565053845772604e-05,1.3130107691545207e-05,weak-feedback,455.8042829645572
Li,5.266462393484259e+19,22.637137945214064,276894.8564741529,5537.897129483058,0.19167690385460434,43876749.436279535,43876749.62795644,6.959126775327992e-05,1.3918253550655983e-05,weak-feedback,483.16432205884024
Li,5.582586268862678e+19,22.637137945214064,293515.7052642738,5870.314105285476,0.21537867309196015,46510488.56407911,46510488.779457785,7.376854266971757e-05,1.4753708533943514e-05,weak-feedback,512.1666707379268
Li,5.917685748188806e+19,22.637137945214064,311134.2346109125,6222.68469221825,0.2420112798672959,49302320.11856076,49302320.36057204,7.819656205871409e-05,1.5639312411742818e-05,weak-feedback,542.9099100304759
Li,6.272899858196231e+19,22.637137945214064,329810.3311363123,6596.206622726246,0.2719371363106099,52261733.73182601,52261734.00376315,8.289037707006846e-05,1.6578075414013694e-05,weak-feedback,575.4985383752941
Li,6.649435996665032e+19,22.637137945214064,349607.47620804835,6992.149524160967,0.30556346855140276,55398788.65919814,55398788.964761615,8.786594231162185e-05,1.757318846232437e-05,weak-feedback,610.0433268189303
Li,7.048574036451889e+19,22.637137945214064,370592.96171666845,7411.859234333369,0.34334785818483027,58724147.97133961,58724148.31468747,9.314017008009353e-05,1.8628034016018706e-05,weak-feedback,646.661695534311
Li,7.471670675868067e+19,22.637137945214064,392838.11880556797,7856.762376111359,0.3858044689667438,62249114.79878024,62249115.18458471,9.873098784716854e-05,1.9746197569433707e-05,weak-feedback,685.4781129402302
Li,7.920164050192541e+19,22.637137945214064,416418.5603305711,8328.371206611422,0.4335110434694638,65985670.75205408,65985671.18556512,0.00010465739919623683,2.0931479839247366e-05,weak-feedback,726.6245187783301
Li,8.395578619995103e+19,22.637137945214064,441414.43787335354,8828.288757467071,0.4871167649076218,69946516.6480376,69946517.13515437,0.00011093954841691166,2.2187909683382332e-05,weak-feedback,770.2407725856413
Li,8.899530352885224e+19,22.637137945214064,467910.71418231446,9358.21428364629,0.547351091116509,74145115.6809208,74145116.22827189,0.00011759878897688902,2.3519757795377805e-05,weak-feedback,816.4751290870726
Li,9.433732216299774e+19,22.637137945214064,495997.45196694246,9919.94903933885,0.6150336808942486,78595739.18455255,78595739.79958624,0.00012465775610388824,2.4931551220777647e-05,weak-feedback,865.484742123747
Li,1e+20,22.637137945214064,525770.1200273092,10515.402400546183,0.6910855477838277,83313515.14170969,83313515.83279523,0.00013214044372438546,2.6428088744877093e-05,weak-feedback,917.4361988300682
Li,1e+18,23.78633147784654,5389.504958822241,107.79009917644483,7.261690925292383e-05,897375.8601643045,897375.8602369215,1.3545303348097373e-06,2.709060669619475e-07,weak-feedback,9.88177116171526
Li,1.0600258488068824e+18,23.78633147784654,5713.014568624448,114.26029137248895,8.159633865328797e-05,951241.607869473,951241.6079510694,1.4358371678913621e-06,2.871674335782724e-07,weak-feedback,10.47493286346347
Li,1.1236548001387516e+18,23.78633147784654,6055.943117352216,121.11886234704433,9.168611760151421e-05,1008340.6928022619,1008340.692893948,1.5220245126425117e-06,3.0440490252850234e-07,weak-feedback,11.103699599845147
Li,1.191103133283008e+18,23.78633147784654,6419.45624329748,128.3891248659496,0.00010302354614902753,1068867.1987742374,1068867.198877261,1.6133853259187598e-06,3.2267706518375196e-07,weak-feedback,11.770208593286734
Li,1.2626001098748577e+18,23.78633147784654,6804.789553180051,136.09579106360104,0.00011576290215767095,1133026.8596424956,1133026.8597582586,1.7102301495596018e-06,3.4204602991192035e-07,weak-feedback,12.476725354805017
Li,1.3383887531737592e+18,23.78633147784654,7213.252822061892,144.26505644123785,0.00013007754068745963,1201037.758613533,1201037.7587436107,1.8128881659420387e-06,3.6257763318840776e-07,weak-feedback,13.225651384638653
Li,1.418726674116599e+18,23.78633147784654,7646.234445364796,152.92468890729592,0.00014616225298370771,1273131.069523426,1273131.0696695882,1.9217083168946615e-06,3.8434166337893227e-07,weak-feedback,14.019532335116649
Li,1.5038869469554132e+18,23.78633147784654,8105.20615812424,162.1041231624848,0.00016423591716423775,1349551.8426139837,1349551.8427782196,2.037060489775509e-06,4.074120979551018e-07,weak-feedback,14.861066663509973
Li,1.5941590374560028e+18,23.78633147784654,8591.728037520417,171.83456075040834,0.00018454447667678612,1430559.8374757802,1430559.8376603245,2.1593367747452475e-06,4.318673549490495e-07,weak-feedback,15.753114804277896
Li,1.689849786812462e+18,23.78633147784654,9107.453805690471,182.14907611380943,0.00020736428705696463,1516430.4059892998,1516430.406196664,2.2889527975092474e-06,4.577905595018495e-07,weak-feedback,16.698708891886252
Li,1.7912844546220096e+18,23.78633147784654,9654.136450846514,193.08272901693027,0.00023300587652890834,1607455.4282653728,1607455.4284983787,2.4263491320586277e-06,4.852698264117255e-07,weak-feedback,17.701063067246054
Li,1.898807824465269e+18,23.78633147784654,10233.634185806039,204.6726837161208,0.0002618181716222451,1703944.3047662326,1703944.3050280507,2.5719927982122898e-06,5.143985596424579e-07,weak-feedback,18.763584402804916
Li,2.0127853758499466e+18,23.78633147784654,10847.916764188174,216.9583352837635,0.0002941932453068871,1806225.0079794785,1806225.0082736716,2.7263788490501707e-06,5.452757698100341e-07,weak-feedback,19.889884483426304
Li,2.133604526501402e+18,23.78633147784654,11499.072175744886,229.98144351489773,0.0003305716522574756,1914645.1972196493,1914645.1975502209,2.890032053633515e-06,5.78006410726703e-07,weak-feedback,21.083791682420774
Li,2.2616759492228552e+18,23.78633147784654,12189.313743585577,243.78627487171156,0.00037144842384891064,2029573.4003467795,2029573.400718228,3.0635086807319645e-06,6.127017361463929e-07,weak-feedback,22.349364174457193
Li,2.3974349678010685e+18,23.78633147784654,12920.987647417698,258.41975294835396,0.0004173798044618018,2151400.2664184654,2151400.266835845,3.2473983896201526e-06,6.494796779240305e-07,weak-feedback,23.690903729583376
Li,2.541343036702629e+18,23.78633147784654,13696.580898377191,273.93161796754384,0.0004689908207644774,2280539.893533587,2280539.8940025778,3.442326234371206e-06,6.884652468742412e-07,weak-feedback,25.1129703352462
Li,2.693889309590164e+18,23.78633147784654,14518.72979255441,290.3745958510882,0.0005269837869730176,2417431.2363808975,2417431.236907881,3.6489547884595357e-06,7.297909576919071e-07,weak-feedback,26.620397696010016
Li,2.8555923019901005e+18,23.78633147784654,15390.228871950265,307.8045774390053,0.0005921478618275288,2562539.5982769327,2562539.5988690807,3.8679863968947584e-06,7.735972793789517e-07,weak-feedback,28.218309663659046
Li,3.0270016537634555e+18,23.78633147784654,16314.040423321265,326.2808084664253,0.0006653697873344008,2716358.212764753,2716358.213430123,4.100165563541841e-06,8.200331127083682e-07,weak-feedback,29.91213765353054
Li,3.208699997370444e+18,23.78633147784654,17293.304547200918,345.86609094401837,0.0007476459554055999,2879409.9201495033,2879409.920897149,4.34628148174219e-06,8.69256296348438e-07,weak-feedback,31.707639106278215
Li,3.401304938279246e+18,23.78633147784654,18331.349831322572,366.62699662645144,0.0008400959665958253,3052248.944669435,3052248.9455095306,4.607170716837399e-06,9.214341433674799e-07,weak-feedback,33.610917057818725
