Ha,cells_per_half_width,cell_size_over_a,delta_H_over_a,cells_per_Hartmann_layer,resolution_label,alpha_eff_a2_over_nu,closure_recommended
3.68986524e+00,65,1.53846154e-02,2.71012608e-01,1.76158195e+01,resolved,1.86680838e+01,False
3.88768371e+00,65,1.53846154e-02,2.57222571e-01,1.67194671e+01,resolved,2.03421525e+01,False
4.09610750e+00,65,1.53846154e-02,2.44134218e-01,1.58687242e+01,resolved,2.21932232e+01,False
4.31570515e+00,65,1.53846154e-02,2.31711844e-01,1.50612699e+01,resolved,2.42400029e+01,False
4.54707572e+00,65,1.53846154e-02,2.19921563e-01,1.42949016e+01,resolved,2.65032174e+01,False
4.79085036e+00,65,1.53846154e-02,2.08731212e-01,1.35675287e+01,resolved,2.90058351e+01,False
5.04769408e+00,65,1.53846154e-02,1.98110263e-01,1.28771671e+01,resolved,3.17733160e+01,False
5.31830753e+00,65,1.53846154e-02,1.88029743e-01,1.22219333e+01,resolved,3.48338872e+01,False
5.60342891e+00,65,1.53846154e-02,1.78462155e-01,1.16000401e+01,resolved,3.82188484e+01,False
5.90383603e+00,65,1.53846154e-02,1.69381398e-01,1.10097909e+01,resolved,4.19629104e+01,False
6.22034836e+00,65,1.53846154e-02,1.60762700e-01,1.04495755e+01,resolved,4.61045703e+01,False
6.55382933e+00,65,1.53846154e-02,1.52582551e-01,9.91786584e+00,resolved,5.06865271e+01,False
6.90518864e+00,65,1.53846154e-02,1.44818636e-01,9.41321133e+00,resolved,5.57561425e+01,False
7.27538479e+00,65,1.53846154e-02,1.37449775e-01,8.93423535e+00,resolved,6.13659520e+01,False
7.66542763e+00,65,1.53846154e-02,1.30455866e-01,8.47963129e+00,resolved,6.75742319e+01,False
8.07638118e+00,65,1.53846154e-02,1.23817831e-01,8.04815901e+00,resolved,7.44456273e+01,False
8.50936648e+00,65,1.53846154e-02,1.17517562e-01,7.63864150e+00,marginal,8.20518506e+01,True
8.96556469e+00,65,1.53846154e-02,1.11537871e-01,7.24996163e+00,marginal,9.04724549e+01,True
9.44622028e+00,65,1.53846154e-02,1.05862448e-01,6.88105910e+00,marginal,9.97956938e+01,True
9.95264444e+00,65,1.53846154e-02,1.00475809e-01,6.53092757e+00,marginal,1.10119475e+02,True
1.04862187e+01,65,1.53846154e-02,9.53632604e-02,6.19861193e+00,marginal,1.21552416e+02,True
1.10483985e+01,65,1.53846154e-02,9.05108557e-02,5.88320562e+00,marginal,1.34215026e+02,True
1.16407175e+01,65,1.53846154e-02,8.59053577e-02,5.58384825e+00,marginal,1.48241000e+02,True
1.22647915e+01,65,1.53846154e-02,8.15342030e-02,5.29972319e+00,marginal,1.63778674e+02,True
1.29223229e+01,65,1.53846154e-02,7.73854674e-02,5.03005538e+00,marginal,1.80992629e+02,True
1.36151055e+01,65,1.53846154e-02,7.34478335e-02,4.77410918e+00,marginal,2.00065473e+02,True
1.43450290e+01,65,1.53846154e-02,6.97105597e-02,4.53118638e+00,marginal,2.21199820e+02,True
1.51140847e+01,65,1.53846154e-02,6.61634510e-02,4.30062431e+00,marginal,2.44620491e+02,True
1.59243704e+01,65,1.53846154e-02,6.27968312e-02,4.08179403e+00,marginal,2.70576948e+02,True
1.67780966e+01,65,1.53846154e-02,5.96015163e-02,3.87409856e+00,underresolved,2.99346002e+02,True
1.76775922e+01,65,1.53846154e-02,5.65687899e-02,3.67697135e+00,underresolved,3.31234819e+02,True
1.86253109e+01,65,1.53846154e-02,5.36903789e-02,3.48987463e+00,underresolved,3.66584255e+02,True
1.96238381e+01,65,1.53846154e-02,5.09584311e-02,3.31229802e+00,underresolved,4.05772553e+02,True
2.06758976e+01,65,1.53846154e-02,4.83654940e-02,3.14375711e+00,underresolved,4.49219461e+02,True
2.17843593e+01,65,1.53846154e-02,4.59044944e-02,2.98379213e+00,underresolved,4.97390784e+02,True
2.29522472e+01,65,1.53846154e-02,4.35687187e-02,2.83196671e+00,underresolved,5.50803451e+02,True
2.41827470e+01,65,1.53846154e-02,4.13517951e-02,2.68786668e+00,underresolved,6.10031135e+02,True
2.54792155e+01,65,1.53846154e-02,3.92476762e-02,2.55109895e+00,underresolved,6.75710491e+02,True
2.68451894e+01,65,1.53846154e-02,3.72506218e-02,2.42129042e+00,underresolved,7.48548077e+02,True
2.82843950e+01,65,1.53846154e-02,3.53551844e-02,2.29808699e+00,underresolved,8.29328044e+02,True
2.98007582e+01,65,1.53846154e-02,3.35561932e-02,2.18115256e+00,underresolved,9.18920667e+02,True
3.13984156e+01,65,1.53846154e-02,3.18487408e-02,2.07016815e+00,underresolved,1.01829181e+03,True
3.30817255e+01,65,1.53846154e-02,3.02281693e-02,1.96483101e+00,underresolved,1.12851346e+03,True
3.48552798e+01,65,1.53846154e-02,2.86900580e-02,1.86485377e+00,underresolved,1.25077535e+03,True
3.67239167e+01,65,1.53846154e-02,2.72302110e-02,1.76996371e+00,underresolved,1.38639797e+03,True
3.86927337e+01,65,1.53846154e-02,2.58446459e-02,1.67990198e+00,underresolved,1.53684690e+03,True
4.07671015e+01,65,1.53846154e-02,2.45295830e-02,1.59442290e+00,underresolved,1.70374881e+03,True
4.29526788e+01,65,1.53846154e-02,2.32814350e-02,1.51329327e+00,underresolved,1.88890913e+03,True
4.52554278e+01,65,1.53846154e-02,2.20967970e-02,1.43629180e+00,underresolved,2.09433177e+03,True
4.76816302e+01,65,1.53846154e-02,2.09724373e-02,1.36320843e+00,underresolved,2.32224091e+03,True
5.02379044e+01,65,1.53846154e-02,1.99052889e-02,1.29384378e+00,underresolved,2.57510525e+03,True
5.29312238e+01,65,1.53846154e-02,1.88924406e-02,1.22800864e+00,underresolved,2.85566494e+03,True
5.57689356e+01,65,1.53846154e-02,1.79311294e-02,1.16552341e+00,underresolved,3.16696137e+03,True
5.87587808e+01,65,1.53846154e-02,1.70187330e-02,1.10621764e+00,underresolved,3.51237042e+03,True
6.19089155e+01,65,1.53846154e-02,1.61527624e-02,1.04992955e+00,underresolved,3.89563915e+03,True
6.52279330e+01,65,1.53846154e-02,1.53308553e-02,9.96505592e-01,underresolved,4.32092674e+03,True
6.87248873e+01,65,1.53846154e-02,1.45507696e-02,9.45800023e-01,underresolved,4.79284979e+03,True
7.24093180e+01,65,1.53846154e-02,1.38103773e-02,8.97674524e-01,underresolved,5.31653265e+03,True
7.62912757e+01,65,1.53846154e-02,1.31076587e-02,8.51997812e-01,underresolved,5.89766331e+03,True
8.03813502e+01,65,1.53846154e-02,1.24406967e-02,8.08645287e-01,underresolved,6.54255541e+03,True
8.46906990e+01,65,1.53846154e-02,1.18076721e-02,7.67498684e-01,underresolved,7.25821715e+03,True
8.92310776e+01,65,1.53846154e-02,1.12068578e-02,7.28445759e-01,underresolved,8.05242761e+03,True
9.40148717e+01,65,1.53846154e-02,1.06366151e-02,6.91379979e-01,underresolved,8.93382173e+03,True
9.90551313e+01,65,1.53846154e-02,1.00953882e-02,6.56200231e-01,underresolved,9.91198437e+03,True
1.04365606e+02,65,1.53846154e-02,9.58170072e-03,6.22810547e-01,underresolved,1.09975549e+04,True
1.09960782e+02,65,1.53846154e-02,9.09415143e-03,5.91119843e-01,underresolved,1.22023435e+04,True
1.15855922e+02,65,1.53846154e-02,8.63141030e-03,5.61041669e-01,underresolved,1.35394593e+04,True
1.22067109e+02,65,1.53846154e-02,8.19221499e-03,5.32493975e-01,underresolved,1.50234545e+04,True
1.28611285e+02,65,1.53846154e-02,7.77536743e-03,5.05398883e-01,underresolved,1.66704819e+04,True
1.35506304e+02,65,1.53846154e-02,7.37973048e-03,4.79682481e-01,underresolved,1.84984721e+04,True
1.42770973e+02,65,1.53846154e-02,7.00422487e-03,4.55274616e-01,underresolved,2.05273288e+04,True
1.50425111e+02,65,1.53846154e-02,6.64782625e-03,4.32108707e-01,underresolved,2.27791457e+04,True
1.58489597e+02,65,1.53846154e-02,6.30956241e-03,4.10121556e-01,underresolved,2.52784482e+04,True
1.66986430e+02,65,1.53846154e-02,5.98851056e-03,3.89253187e-01,underresolved,2.80524603e+04,True
1.75938790e+02,65,1.53846154e-02,5.68379492e-03,3.69446670e-01,underresolved,3.11314022e+04,True
1.85371097e+02,65,1.53846154e-02,5.39458424e-03,3.50647976e-01,underresolved,3.45488202e+04,True
1.95309083e+02,65,1.53846154e-02,5.12008958e-03,3.32805823e-01,underresolved,3.83419521e+04,True
2.05779857e+02,65,1.53846154e-02,4.85956213e-03,3.15871539e-01,underresolved,4.25521342e+04,True
2.16811983e+02,65,1.53846154e-02,4.61229120e-03,2.99798928e-01,underresolved,4.72252525e+04,True
2.28435555e+02,65,1.53846154e-02,4.37760225e-03,2.84544146e-01,underresolved,5.24122428e+04,True
2.40682283e+02,65,1.53846154e-02,4.15485506e-03,2.70065579e-01,underresolved,5.81696476e+04,True
2.53585573e+02,65,1.53846154e-02,3.94344201e-03,2.56323730e-01,underresolved,6.45602323e+04,True
2.67180625e+02,65,1.53846154e-02,3.74278636e-03,2.43281113e-01,underresolved,7.16536709e+04,True
2.81504526e+02,65,1.53846154e-02,3.55234075e-03,2.30902149e-01,underresolved,7.95273064e+04,True
2.96596350e+02,65,1.53846154e-02,3.37158566e-03,2.19153068e-01,underresolved,8.82669946e+04,True
3.12497266e+02,65,1.53846154e-02,3.20002799e-03,2.08001820e-01,underresolved,9.79680419e+04,True
3.29250651e+02,65,1.53846154e-02,3.03719976e-03,1.97417985e-01,underresolved,1.08736245e+05,True
3.46902207e+02,65,1.53846154e-02,2.88265678e-03,1.87372691e-01,underresolved,1.20689046e+05,True
3.65500086e+02,65,1.53846154e-02,2.73597747e-03,1.77838536e-01,underresolved,1.33956815e+05,True
3.85095021e+02,65,1.53846154e-02,2.59676170e-03,1.68789510e-01,underresolved,1.48684273e+05,True
4.05740466e+02,65,1.53846154e-02,2.46462969e-03,1.60200930e-01,underresolved,1.65032069e+05,True
4.27492740e+02,65,1.53846154e-02,2.33922101e-03,1.52049366e-01,underresolved,1.83178538e+05,True
4.50411182e+02,65,1.53846154e-02,2.22019355e-03,1.44312581e-01,underresolved,2.03321646e+05,True
4.74558312e+02,65,1.53846154e-02,2.10722260e-03,1.36969469e-01,underresolved,2.25681151e+05,True
5.00000000e+02,65,1.53846154e-02,2.00000000e-03,1.30000000e-01,underresolved,2.50501002e+05,True
1.00000000e+00,69,1.44927536e-02,1.00000000e+00,6.90000000e+01,resolved,4.19452805e+00,False
1.05361130e+00,69,1.44927536e-02,9.49116623e-01,6.54890470e+01,resolved,4.32540418e+00,False
1.11009677e+00,69,1.44927536e-02,9.00822364e-01,6.21567431e+01,resolved,4.47054884e+00,False
1.16961051e+00,69,1.44927536e-02,8.54985480e-01,5.89939981e+01,resolved,4.63150293e+00,False
1.23231485e+00,69,1.44927536e-02,8.11480932e-01,5.59921843e+01,resolved,4.80997090e+00,False
1.29838085e+00,69,1.44927536e-02,7.70190042e-01,5.31431129e+01,resolved,5.00783767e+00,False
1.36798874e+00,69,1.44927536e-02,7.31000171e-01,5.04390118e+01,resolved,5.22718711e+00,False
1.44132839e+00,69,1.44927536e-02,6.93804414e-01,4.78725046e+01,resolved,5.47032255e+00,False
1.51859988e+00,69,1.44927536e-02,6.58501303e-01,4.54365899e+01,resolved,5.73978915e+00,False
1.60001400e+00,69,1.44927536e-02,6.24994533e-01,4.31246227e+01,resolved,6.03839867e+00,False
1.68579283e+00,69,1.44927536e-02,5.93192700e-01,4.09302963e+01,resolved,6.36925666e+00,False
1.77617038e+00,69,1.44927536e-02,5.63009052e-01,3.88476246e+01,resolved,6.73579245e+00,False
1.87139318e+00,69,1.44927536e-02,5.34361251e-01,3.68709263e+01,resolved,7.14179222e+00,False
1.97172100e+00,69,1.44927536e-02,5.07171146e-01,3.49948090e+01,resolved,7.59143552e+00,False
2.07742753e+00,69,1.44927536e-02,4.81364565e-01,3.32141550e+01,resolved,8.08933567e+00,False
2.18880112e+00,69,1.44927536e-02,4.56871110e-01,3.15241066e+01,resolved,8.64058452e+00,False
2.30614560e+00,69,1.44927536e-02,4.33623965e-01,2.99200536e+01,resolved,9.25080202e+00,False
2.42978107e+00,69,1.44927536e-02,4.11559714e-01,2.83976203e+01,resolved,9.92619134e+00,False
2.56004479e+00,69,1.44927536e-02,3.90618166e-01,2.69526534e+01,resolved,1.06736002e+01,False
2.69729212e+00,69,1.44927536e-02,3.70742194e-01,2.55812114e+01,resolved,1.15005892e+01,False
2.84189746e+00,69,1.44927536e-02,3.51877580e-01,2.42795530e+01,resolved,1.24155078e+01,False
2.99425528e+00,69,1.44927536e-02,3.33972860e-01,2.30441273e+01,resolved,1.34275795e+01,False
3.15478120e+00,69,1.44927536e-02,3.16979193e-01,2.18715643e+01,resolved,1.45469965e+01,False
3.32391313e+00,69,1.44927536e-02,3.00850221e-01,2.07586653e+01,resolved,1.57850257e+01,False
3.50211243e+00,69,1.44927536e-02,2.85541946e-01,1.97023943e+01,resolved,1.71541268e+01,False
3.68986524e+00,69,1.44927536e-02,2.71012608e-01,1.86998699e+01,resolved,1.86680838e+01,False
3.88768371e+00,69,1.44927536e-02,2.57222571e-01,1.77483574e+01,resolved,2.03421525e+01,False
4.09610750e+00,69,1.44927536e-02,2.44134218e-01,1.68452610e+01,resolved,2.21932232e+01,False
4.31570515e+00,69,1.44927536e-02,2.31711844e-01,1.59881173e+01,resolved,2.42400029e+01,False
4.54707572e+00,69,1.44927536e-02,2.19921563e-01,1.51745879e+01,resolved,2.65032174e+01,False
4.79085036e+00,69,1.44927536e-02,2.08731212e-01,1.44024536e+01,resolved,2.90058351e+01,False
5.04769408e+00,69,1.44927536e-02,1.98110263e-01,1.36696081e+01,resolved,3.17733160e+01,False
5.31830753e+00,69,1.44927536e-02,1.88029743e-01,1.29740523e+01,resolved,3.48338872e+01,False
5.60342891e+00,69,1.44927536e-02,1.78462155e-01,1.23138887e+01,resolved,3.82188484e+01,False
5.90383603e+00,69,1.44927536e-02,1.69381398e-01,1.16873165e+01,resolved,4.19629104e+01,False
6.22034836e+00,69,1.44927536e-02,1.60762700e-01,1.10926263e+01,resolved,4.61045703e+01,False
6.55382933e+00,69,1.44927536e-02,1.52582551e-01,1.05281960e+01,resolved,5.06865271e+01,False
6.90518864e+00,69,1.44927536e-02,1.44818636e-01,9.99248588e+00,resolved,5.57561425e+01,False
7.27538479e+00,69,1.44927536e-02,1.37449775e-01,9.48403445e+00,resolved,6.13659520e+01,False
7.66542763e+00,69,1.44927536e-02,1.30455866e-01,9.00145475e+00,resolved,6.75742319e+01,False
8.07638118e+00,69,1.44927536e-02,1.23817831e-01,8.54343034e+00,resolved,7.44456273e+01,False
8.50936648e+00,69,1.44927536e-02,1.17517562e-01,8.10871175e+00,resolved,8.20518506e+01,False
8.96556469e+00,69,1.44927536e-02,1.11537871e-01,7.69611311e+00,marginal,9.04724549e+01,True
9.44622028e+00,69,1.44927536e-02,1.05862448e-01,7.30450889e+00,marginal,9.97956938e+01,True
9.95264444e+00,69,1.44927536e-02,1.00475809e-01,6.93283081e+00,marginal,1.10119475e+02,True
1.04862187e+01,69,1.44927536e-02,9.53632604e-02,6.58006497e+00,marginal,1.21552416e+02,True
1.10483985e+01,69,1.44927536e-02,9.05108557e-02,6.24524904e+00,marginal,1.34215026e+02,True
1.16407175e+01,69,1.44927536e-02,8.59053577e-02,5.92746968e+00,marginal,1.48241000e+02,True
1.22647915e+01,69,1.44927536e-02,8.15342030e-02,5.62586001e+00,marginal,1.63778674e+02,True
1.29223229e+01,69,1.44927536e-02,7.73854674e-02,5.33959725e+00,marginal,1.80992629e+02,True
1.36151055e+01,69,1.44927536e-02,7.34478335e-02,5.06790051e+00,marginal,2.00065473e+02,True
1.43450290e+01,69,1.44927536e-02,6.97105597e-02,4.81002862e+00,marginal,2.21199820e+02,True
1.51140847e+01,69,1.44927536e-02,6.61634510e-02,4.56527812e+00,marginal,2.44620491e+02,True
1.59243704e+01,69,1.44927536e-02,6.27968312e-02,4.33298135e+00,marginal,2.70576948e+02,True
1.67780966e+01,69,1.44927536e-02,5.96015163e-02,4.11250463e+00,marginal,2.99346002e+02,True
1.76775922e+01,69,1.44927536e-02,5.65687899e-02,3.90324650e+00,underresolved,3.31234819e+02,True
1.86253109e+01,69,1.44927536e-02,5.36903789e-02,3.70463614e+00,underresolved,3.66584255e+02,True
1.96238381e+01,69,1.44927536e-02,5.09584311e-02,3.51613174e+00,underresolved,4.05772553e+02,True
2.06758976e+01,69,1.44927536e-02,4.83654940e-02,3.33721909e+00,underresolved,4.49219461e+02,True
2.17843593e+01,69,1.44927536e-02,4.59044944e-02,3.16741011e+00,underresolved,4.97390784e+02,True
2.29522472e+01,69,1.44927536e-02,4.35687187e-02,3.00624159e+00,underresolved,5.50803451e+02,True
2.41827470e+01,69,1.44927536e-02,4.13517951e-02,2.85327386e+00,underresolved,6.10031135e+02,True
2.54792155e+01,69,1.44927536e-02,3.92476762e-02,2.70808965e+00,underresolved,6.75710491e+02,True
2.68451894e+01,69,1.44927536e-02,3.72506218e-02,2.57029291e+00,underresolved,7.48548077e+02,True
2.82843950e+01,69,1.44927536e-02,3.53551844e-02,2.43950772e+00,underresolved,8.29328044e+02,True
2.98007582e+01,69,1.44927536e-02,3.35561932e-02,2.31537733e+00,underresolved,9.18920667e+02,True
3.13984156e+01,69,1.44927536e-02,3.18487408e-02,2.19756312e+00,underresolved,1.01829181e+03,True
3.30817255e+01,69,1.44927536e-02,3.02281693e-02,2.08574368e+00,underresolved,1.12851346e+03,True
3.48552798e+01,69,1.44927536e-02,2.86900580e-02,1.97961400e+00,underresolved,1.25077535e+03,True
3.67239167e+01,69,1.44927536e-02,2.72302110e-02,1.87888456e+00,underresolved,1.38639797e+03,True
3.86927337e+01,69,1.44927536e-02,2.58446459e-02,1.78328056e+00,underresolved,1.53684690e+03,True
4.07671015e+01,69,1.44927536e-02,2.45295830e-02,1.69254123e+00,underresolved,1.70374881e+03,True
4.29526788e+01,69,1.44927536e-02,2.32814350e-02,1.60641901e+00,underresolved,1.88890913e+03,True
4.52554278e+01,69,1.44927536e-02,2.20967970e-02,1.52467899e+00,underresolved,2.09433177e+03,True
4.76816302e+01,69,1.44927536e-02,2.09724373e-02,1.44709817e+00,underresolved,2.32224091e+03,True
5.02379044e+01,69,1.44927536e-02,1.99052889e-02,1.37346493e+00,underresolved,2.57510525e+03,True
5.29312238e+01,69,1.44927536e-02,1.88924406e-02,1.30357840e+00,underresolved,2.85566494e+03,True
5.57689356e+01,69,1.44927536e-02,1.79311294e-02,1.23724793e+00,underresolved,3.16696137e+03,True
5.87587808e+01,69,1.44927536e-02,1.70187330e-02,1.17429257e+00,underresolved,3.51237042e+03,True
6.19089155e+01,69,1.44927536e-02,1.61527624e-02,1.11454060e+00,underresolved,3.89563915e+03,True
6.52279330e+01,69,1.44927536e-02,1.53308553e-02,1.05782901e+00,underresolved,4.32092674e+03,True
6.87248873e+01,69,1.44927536e-02,1.45507696e-02,1.00400310e+00,underresolved,4.79284979e+03,True
7.24093180e+01,69,1.44927536e-02,1.38103773e-02,9.52916033e-01,underresolved,5.31653265e+03,True
7.62912757e+01,69,1.44927536e-02,1.31076587e-02,9.04428447e-01,underresolved,5.89766331e+03,True
8.03813502e+01,69,1.44927536e-02,1.24406967e-02,8.58408073e-01,underresolved,6.54255541e+03,True
8.46906990e+01,69,1.44927536e-02,1.18076721e-02,8.14729372e-01,underresolved,7.25821715e+03,True
8.92310776e+01,69,1.44927536e-02,1.12068578e-02,7.73273190e-01,underresolved,8.05242761e+03,True
9.40148717e+01,69,1.44927536e-02,1.06366151e-02,7.33926439e-01,underresolved,8.93382173e+03,True
9.90551313e+01,69,1.44927536e-02,1.00953882e-02,6.96581783e-01,underresolved,9.91198437e+03,True
1.04365606e+02,69,1.44927536e-02,9.58170072e-03,6.61137350e-01,underresolved,1.09975549e+04,True
1.09960782e+02,69,1.44927536e-02,9.09415143e-03,6.27496449e-01,underresolved,1.22023435e+04,True
1.15855922e+02,69,1.44927536e-02,8.63141030e-03,5.95567310e-01,underresolved,1.35394593e+04,True
1.22067109e+02,69,1.44927536e-02,8.19221499e-03,5.65262834e-01,underresolved,1.50234545e+04,True
1.28611285e+02,69,1.44927536e-02,7.77536743e-03,5.36500353e-01,underresolved,1.66704819e+04,True
1.35506304e+02,69,1.44927536e-02,7.37973048e-03,5.09201403e-01,underresolved,1.84984721e+04,True
1.42770973e+02,69,1.44927536e-02,7.00422487e-03,4.83291516e-01,underresolved,2.05273288e+04,True
1.50425111e+02,69,1.44927536e-02,6.64782625e-03,4.58700012e-01,underresolved,2.27791457e+04,True
1.58489597e+02,69,1.44927536e-02,6.30956241e-03,4.35359806e-01,underresolved,2.52784482e+04,True
1.66986430e+02,69,1.44927536e-02,5.98851056e-03,4.13207229e-01,underresolved,2.80524603e+04,True
1.75938790e+02,69,1.44927536e-02,5.68379492e-03,3.92181850e-01,underresolved,3.11314022e+04,True
1.85371097e+02,69,1.44927536e-02,5.39458424e-03,3.72226313e-01,underresolved,3.45488202e+04,True
1.95309083e+02,69,1.44927536e-02,5.12008958e-03,3.53286181e-01,underresolved,3.83419521e+04,True
2.05779857e+02,69,1.44927536e-02,4.85956213e-03,3.35309787e-01,underresolved,4.25521342e+04,True
2.16811983e+02,69,1.44927536e-02,4.61229120e-03,3.18248093e-01,underresolved,4.72252525e+04,True
2.28435555e+02,69,1.44927536e-02,4.37760225e-03,3.02054555e-01,underresolved,5.24122428e+04,True
2.40682283e+02,69,1.44927536e-02,4.15485506e-03,2.86684999e-01,underresolved,5.81696476e+04,True
2.53585573e+02,69,1.44927536e-02,3.94344201e-03,2.72097498e-01,underresolved,6.45602323e+04,True
2.67180625e+02,69,1.44927536e-02,3.74278636e-03,2.58252259e-01,underresolved,7.16536709e+04,True
2.81504526e+02,69,1.44927536e-02,3.55234075e-03,2.45111512e-01,underresolved,7.95273064e+04,True
2.96596350e+02,69,1.44927536e-02,3.37158566e-03,2.32639410e-01,underresolved,8.82669946e+04,True
3.12497266e+02,69,1.44927536e-02,3.20002799e-03,2.20801932e-01,underresolved,9.79680419e+04,True
3.29250651e+02,69,1.44927536e-02,3.03719976e-03,2.09566784e-01,underresolved,1.08736245e+05,True
3.46902207e+02,69,1.44927536e-02,2.88265678e-03,1.98903318e-01,underresolved,1.20689046e+05,True
3.65500086e+02,69,1.44927536e-02,2.73597747e-03,1.88782445e-01,underresolved,1.33956815e+05,True
3.85095021e+02,69,1.44927536e-02,2.59676170e-03,1.79176557e-01,underresolved,1.48684273e+05,True
4.05740466e+02,69,1.44927536e-02,2.46462969e-03,1.70059449e-01,underresolved,1.65032069e+05,True
4.27492740e+02,69,1.44927536e-02,2.33922101e-03,1.61406250e-01,underresolved,1.83178538e+05,True
4.50411182e+02,69,1.44927536e-02,2.22019355e-03,1.53193355e-01,underresolved,2.03321646e+05,True
4.74558312e+02,69,1.44927536e-02,2.10722260e-03,1.45398360e-01,underresolved,2.25681151e+05,True
5.00000000e+02,69,1.44927536e-02,2.00000000e-03,1.38000000e-01,underresolved,2.50501002e+05,True
1.00000000e+00,73,1.36986301e-02,1.00000000e+00,7.30000000e+01,resolved,4.19452805e+00,False
1.05361130e+00,73,1.36986301e-02,9.49116623e-01,6.92855135e+01,resolved,4.32540418e+00,False
1.11009677e+00,73,1.36986301e-02,9.00822364e-01,6.57600326e+01,resolved,4.47054884e+00,False
1.16961051e+00,73,1.36986301e-02,8.54985480e-01,6.24139401e+01,resolved,4.63150293e+00,False
1.23231485e+00,73,1.36986301e-02,8.11480932e-01,5.92381080e+01,resolved,4.80997090e+00,False
1.29838085e+00,73,1.36986301e-02,7.70190042e-01,5.62238730e+01,resolved,5.00783767e+00,False
1.36798874e+00,73,1.36986301e-02,7.31000171e-01,5.33630125e+01,resolved,5.22718711e+00,False
1.44132839e+00,73,1.36986301e-02,6.93804414e-01,5.06477222e+01,resolved,5.47032255e+00,False
1.51859988e+00,73,1.36986301e-02,6.58501303e-01,4.80705951e+01,resolved,5.73978915e+00,False
1.60001400e+00,73,1.36986301e-02,6.24994533e-01,4.56246009e+01,resolved,6.03839867e+00,False
1.68579283e+00,73,1.36986301e-02,5.93192700e-01,4.33030671e+01,resolved,6.36925666e+00,False
1.77617038e+00,73,1.36986301e-02,5.63009052e-01,4.10996608e+01,resolved,6.73579245e+00,False
1.87139318e+00,73,1.36986301e-02,5.34361251e-01,3.90083713e+01,resolved,7.14179222e+00,False
1.97172100e+00,73,1.36986301e-02,5.07171146e-01,3.70234936e+01,resolved,7.59143552e+00,False
2.07742753e+00,73,1.36986301e-02,4.81364565e-01,3.51396132e+01,resolved,8.08933567e+00,False
2.18880112e+00,73,1.36986301e-02,4.56871110e-01,3.33515911e+01,resolved,8.64058452e+00,False
2.30614560e+00,73,1.36986301e-02,4.33623965e-01,3.16545495e+01,resolved,9.25080202e+00,False
2.42978107e+00,73,1.36986301e-02,4.11559714e-01,3.00438591e+01,resolved,9.92619134e+00,False
2.56004479e+00,73,1.36986301e-02,3.90618166e-01,2.85151261e+01,resolved,1.06736002e+01,False
2.69729212e+00,73,1.36986301e-02,3.70742194e-01,2.70641802e+01,resolved,1.15005892e+01,False
2.84189746e+00,73,1.36986301e-02,3.51877580e-01,2.56870633e+01,resolved,1.24155078e+01,False
2.99425528e+00,73,1.36986301e-02,3.33972860e-01,2.43800188e+01,resolved,1.34275795e+01,False
3.15478120e+00,73,1.36986301e-02,3.16979193e-01,2.31394811e+01,resolved,1.45469965e+01,False
3.32391313e+00,73,1.36986301e-02,3.00850221e-01,2.19620662e+01,resolved,1.57850257e+01,False
3.50211243e+00,73,1.36986301e-02,2.85541946e-01,2.08445621e+01,resolved,1.71541268e+01,False
3.68986524e+00,73,1.36986301e-02,2.71012608e-01,1.97839204e+01,resolved,1.86680838e+01,False
3.88768371e+00,73,1.36986301e-02,2.57222571e-01,1.87772477e+01,resolved,2.03421525e+01,False
4.09610750e+00,73,1.36986301e-02,2.44134218e-01,1.78217979e+01,resolved,2.21932232e+01,False
4.31570515e+00,73,1.36986301e-02,2.31711844e-01,1.69149646e+01,resolved,2.42400029e+01,False
4.54707572e+00,73,1.36986301e-02,2.19921563e-01,1.60542741e+01,resolved,2.65032174e+01,False
4.79085036e+00,73,1.36986301e-02,2.08731212e-01,1.52373784e+01,resolved,2.90058351e+01,False
5.04769408e+00,73,1.36986301e-02,1.98110263e-01,1.44620492e+01,resolved,3.17733160e+01,False
5.31830753e+00,73,1.36986301e-02,1.88029743e-01,1.37261713e+01,resolved,3.48338872e+01,False
5.60342891e+00,73,1.36986301e-02,1.78462155e-01,1.30277373e+01,resolved,3.82188484e+01,False
5.90383603e+00,73,1.36986301e-02,1.69381398e-01,1.23648421e+01,resolved,4.19629104e+01,False
6.22034836e+00,73,1.36986301e-02,1.60762700e-01,1.17356771e+01,resolved,4.61045703e+01,False
6.55382933e+00,73,1.36986301e-02,1.52582551e-01,1.11385263e+01,resolved,5.06865271e+01,False
6.90518864e+00,73,1.36986301e-02,1.44818636e-01,1.05717604e+01,resolved,5.57561425e+01,False
7.27538479e+00,73,1.36986301e-02,1.37449775e-01,1.00338336e+01,resolved,6.13659520e+01,False
7.66542763e+00,73,1.36986301e-02,1.30455866e-01,9.52327822e+00,resolved,6.75742319e+01,False
8.07638118e+00,73,1.36986301e-02,1.23817831e-01,9.03870166e+00,resolved,7.44456273e+01,False
8.50936648e+00,73,1.36986301e-02,1.17517562e-01,8.57878200e+00,resolved,8.20518506e+01,False
8.96556469e+00,73,1.36986301e-02,1.11537871e-01,8.14226460e+00,resolved,9.04724549e+01,False
9.44622028e+00,73,1.36986301e-02,1.05862448e-01,7.72795868e+00,marginal,9.97956938e+01,True
9.95264444e+00,73,1.36986301e-02,1.00475809e-01,7.33473405e+00,marginal,1.10119475e+02,True
