y,ux
4.851199999999999957e-02,4.999842185399999825e-04
5.291900000000000076e-02,4.999848240420000844e-04
5.732500000000000095e-02,4.999842001700000168e-04
6.173000000000000015e-02,4.999844599920000862e-04
6.613299999999999734e-02,4.999842122174999503e-04
7.053700000000000248e-02,4.999849068639999937e-04
7.493800000000000461e-02,4.999842355124999938e-04
7.933800000000000574e-02,4.999845104359999749e-04
8.373700000000000587e-02,4.999841775650000052e-04
8.813500000000000500e-02,4.999845922479999663e-04
9.253000000000000114e-02,4.999842177950000006e-04
9.692499999999999727e-02,4.999839233379999850e-04
1.013170000000000043e-01,4.999842156449999875e-04
1.057089999999999974e-01,4.999839848059999458e-04
1.100970000000000004e-01,4.999841598374999817e-04
1.144850000000000034e-01,4.999838207660000462e-04
1.188690000000000024e-01,4.999842649849999552e-04
1.232540000000000024e-01,4.999840275440000422e-04
1.276339999999999975e-01,4.999841668749999048e-04
1.320139999999999925e-01,4.999844352399999406e-04
1.363890000000000102e-01,4.999841826524999795e-04
1.407650000000000012e-01,4.999841189679999232e-04
1.451349999999999862e-01,4.999842304200000044e-04
1.495060000000000000e-01,4.999844031619999620e-04
1.538720000000000088e-01,4.999841232800001159e-04
1.582369999999999888e-01,4.999842232780000138e-04
1.625969999999999915e-01,4.999842160825000671e-04
1.669579999999999953e-01,4.999842971499998939e-04
1.713119999999999921e-01,4.999841632650000190e-04
1.756659999999999888e-01,4.999844755140000043e-04
1.800150000000000083e-01,4.999841552474999437e-04
1.843629999999999991e-01,4.999843180999998752e-04
1.887050000000000116e-01,4.999841840150000445e-04
1.930469999999999964e-01,4.999840938760000478e-04
1.973830000000000029e-01,4.999841348324999581e-04
2.017180000000000084e-01,4.999840774139999904e-04
2.060470000000000079e-01,4.999841496750000169e-04
2.103750000000000064e-01,4.999837170819999670e-04
2.146959999999999980e-01,4.999841452249999697e-04
2.190169999999999895e-01,4.999839542039999536e-04
2.233310000000000017e-01,4.999840904399999739e-04
2.276449999999999863e-01,4.999838865859999957e-04
2.319509999999999905e-01,4.999841121600000129e-04
2.362569999999999948e-01,4.999838864839999900e-04
2.405539999999999901e-01,4.999840449650000147e-04
2.448519999999999863e-01,4.999839163559999375e-04
2.491410000000000013e-01,4.999840916474998943e-04
2.534310000000000174e-01,4.999836850639999535e-04
2.577110000000000234e-01,4.999840328800000218e-04
2.619920000000000027e-01,4.999836136040000352e-04
2.662630000000000274e-01,4.999840235500000330e-04
2.705350000000000255e-01,4.999836431520000412e-04
2.747970000000000135e-01,4.999839770099999891e-04
2.790590000000000015e-01,4.999838072799999691e-04
2.833109999999999795e-01,4.999838745349999324e-04
2.875639999999999863e-01,4.999840333980000526e-04
2.918060000000000098e-01,4.999838842974999855e-04
2.960490000000000066e-01,4.999841780180000559e-04
3.002810000000000201e-01,4.999838019424999959e-04
3.045129999999999781e-01,4.999841396940000494e-04
3.087349999999999817e-01,4.999837011799999811e-04
3.129569999999999852e-01,4.999840696040000563e-04
3.171680000000000055e-01,4.999836503225001290e-04
3.213790000000000258e-01,4.999841709359999220e-04
3.255779999999999785e-01,4.999835031650000762e-04
3.297780000000000156e-01,4.999841429699999635e-04
3.339659999999999851e-01,4.999834236299999625e-04
3.381540000000000101e-01,4.999839689460000005e-04
3.423309999999999964e-01,4.999832755149999884e-04
3.465070000000000094e-01,4.999836912760000519e-04
3.506719999999999837e-01,4.999830675849999476e-04
3.548359999999999848e-01,4.999829325800000382e-04
3.589879999999999738e-01,4.999828522650000533e-04
3.631400000000000183e-01,4.999824513700000224e-04
3.672799999999999954e-01,4.999825850625000184e-04
3.714189999999999992e-01,4.999818611240000512e-04
3.755450000000000177e-01,4.999823448100000492e-04
